"NDVIchange","Climatezone","Mining","Tempchange","Precipitation","GDP","Popdensity"
-0.01307,"Bwk","low",0.4588,157.93,0,1.50286
-0.00943,"Bwk","low",0.49145,162.53,0,5.14363
0.0267,"Bwk","low",0.51596,170.44,0,3.75279
0.06485,"Bwk","low",0.42307,219.71,1.15,29.51136
0.13103,"Bsk","low",0.165,336.76,45.97,19.42885
0.02768,"Bwk","medium",0.34172,206.11,36.96,24.67716
0.06121,"Bsk","medium",0.26694,230.6,24.27,23.16891
0.03521,"Bsk","medium",0.19338,272.5,284.23,7.91219
0.04176,"Bsk","medium",0.23961,309.86,5.34,5.58979
0.04384,"Bsk","medium",0.39981,345.1,18.9,8.48638
0.06382,"Bsk","very low",0.61778,372.58,44.79,7.03915
0.10947,"Bsk","very low",0.75987,405.17,54.69,8.49274
0.12521,"Bsk","very low",0.77056,447.83,29.19,17.27038
0.05465,"Bwk","very low",0.0638,227.49,0.15,5.78123
0.03985,"Bwk","very low",0.13553,182.56,0,2.52065
-0.00871,"Bwk","low",0.4097,142.8,0,0.0638
-0.00729,"Bwk","low",0.44696,147.56,0,0.31998
0.00607,"Bwk","low",0.51362,143.83,0,1.37878
-0.00358,"Bwk","low",0.57114,143.38,0,1.85112
0.01817,"Bwk","low",0.55572,163.97,0.09,7.60898
0.01823,"Bwk","low",0.45546,212.5,92.05,7.95215
0.01135,"Bwk","medium",0.37001,210.66,709.89,59.28544
0.04099,"Bsk","medium",0.3013,230.7,0,13.11796
0.07213,"Bsk","medium",0.25845,256.75,0.06,7.91219
0.07275,"Bsk","medium",0.2748,292.42,110.64,6.90904
0.09119,"Bsk","medium",0.39226,324.38,1.34,3.31248
0.11871,"Bsk","medium",0.55823,354.05,15.58,5.44256
0.14103,"Bsk","very high",0.68122,385.86,58.22,8.69357
0.16817,"Bsk","very high",0.70146,429.59,34.97,15.33177
0.1818,"Bsk","very high",0.69575,460.14,216.38,49.90201
0.21857,"Dwb","very high",0.58358,500.83,305.93,51.58212
0.01162,"Bwk","very low",0.03524,169.86,0.85,0.78197
0.00528,"Bwk","very low",0.04614,147.21,55.27,2.48038
0.00992,"Bwk","very low",0.00806,162.47,0,2.52065
0.01502,"Bwk","very low",0.05622,156.89,0,2.43989
-0.00411,"Bwk","very low",0.21574,112.71,20.33,0.34938
-0.01241,"Bwk","very low",0.27494,109.43,6.13,0.32781
-0.01319,"Bwk","very low",0.29412,113.95,1.56,0.58682
-0.00948,"Bwk","very low",0.3194,112.56,0.33,0.63463
-0.00988,"Bwk","low",0.37676,131.79,0,0.02892
0,"Bwk","low",0.44281,128.66,0,0.15892
-0.00669,"Bwk","low",0.5127,128.84,0,0.79701
-0.01418,"Bwk","low",0.59253,126.28,0,1.85112
-0.00969,"Bwk","low",0.654,125.34,0,1.85067
-0.00499,"Bwk","low",0.64224,140.75,0,1.59161
0.00776,"Bwk","low",0.59274,161.83,1.28,9.88706
0.01405,"Bwk","very low",0.56149,169.91,2435.55,305.27889
-0.00947,"Bsk","medium",0.40018,231.22,55.11,65.97793
0.0348,"Bsk","medium",0.37211,238,0,3.98416
0.07786,"Bsk","medium",0.34644,252.68,0,6.97277
0.07469,"Bsk","medium",0.33405,278.28,0,6.3732
0.07621,"Bsk","medium",0.36061,310.88,0,6.14208
0.12435,"Bsk","very low",0.42147,352.27,7.36,11.69253
0.13847,"Bsk","very low",0.52714,383.66,50.73,11.90953
0.17871,"Bsk","very high",0.60271,415.48,944.44,64.57828
0.14769,"Bsk","high",0.65355,436.34,995.75,144.35308
0.1648,"Dwb","very high",0.63263,470.78,437.35,58.4257
0.23381,"Dwb","very high",0.61905,480.91,34.64,25.20729
0.22994,"Dwa","very high",0.63381,465.58,739.15,62.18633
0.25742,"Dwb","very high",0.58675,468.42,371.43,93.66193
-0.00608,"Bwk","very low",-0.08708,166.7,1.02,0.20934
-0.00369,"Bwk","very low",-0.0516,147.88,1.26,0.17793
-0.00835,"Bwk","very low",-0.03371,133.54,0.82,0.65895
-0.01432,"Bwk","very low",0.02904,113.18,0.03,2.01443
-0.01479,"Bwk","very low",0.08415,109.51,0,1.98639
-0.01207,"Bwk","very low",0.13254,114.63,0,0.32781
-0.00636,"Bwk","very low",0.12908,141.64,0.16,0.32781
-0.01233,"Bwk","very low",0.25499,103.45,0,0.32781
-0.01714,"Bwk","very low",0.273,112.71,1.81,0.35251
-0.01328,"Bwk","very low",0.29996,118.64,2.48,0.38739
-0.01092,"Bwk","low",0.32468,128.52,0,0.12448
-0.00119,"Bwk","low",0.3685,136.27,0,0.25381
-0.00392,"Bwk","low",0.42523,146.88,1.07,0.29501
-0.01586,"Bwk","low",0.54234,136.24,0,1.77448
-0.01994,"Bwk","low",0.68951,113.39,103.42,1.85112
-0.01359,"Bwk","low",0.72951,118.77,0,1.64514
-0.01471,"Bwk","low",0.71474,133.56,0,0.78058
0.04813,"Bwk","low",0.68534,148.44,889.62,139.63821
-0.00465,"Bsk","medium",0.51845,221.72,126.39,82.90506
0.021,"Bwk","medium",0.52764,217.02,6.54,2.88631
0.03388,"Bwk","very low",0.5038,228.49,0,2.35258
0.06905,"Bsk","very low",0.44527,254.17,0,7.79065
0.09614,"Bsk","very low",0.39814,284.72,8.12,13.14071
0.09006,"Bsk","very low",0.37203,335.98,503.08,13.25687
0.12026,"Bsk","high",0.44641,377.69,523.38,75.61401
0.18018,"Bsk","high",0.55556,401.74,37.57,13.52487
0.14107,"Bsk","high",0.60384,434.71,4493.63,500.92307
0.1825,"Bsk","high",0.63459,457,184.07,79.01222
0.21786,"Dwb","very high",0.66291,462.5,60.84,11.15638
0.22651,"Dwb","very high",0.6526,469.99,6.25,94.5597
0.21598,"Dwb","very high",0.65731,461.43,1631.04,109.51929
0.26276,"Dwb","very low",0.63109,466.33,354.91,41.23814
0.26066,"Dwb","very low",0.58492,493.08,42.31,40.12988
-0.01857,"Bwk","very low",-0.10236,128.59,0.8,0.07575
-0.01835,"Bwk","very low",-0.08982,124.76,1.26,0.17793
-0.01831,"Bwk","very low",-0.04465,106.05,0.59,0.12405
-0.01619,"Bwk","very low",-0.02171,100.46,0.02,0.022
-0.01656,"Bwk","very low",0.00945,98.09,0.66,0.14769
-0.01322,"Bwk","very low",0.06162,95.48,0.23,0.73179
-0.01621,"Bwk","very low",0.0943,104.99,0,0.32781
-0.01473,"Bwk","very low",0.08122,135.14,0,0.3012
-0.00595,"Bwk","very low",0.07588,159.46,0.43,0.26136
-0.01356,"Bwk","very low",0.11402,161.84,2.79,0.38253
-0.01742,"Bwk","very low",0.22452,130.92,1.36,0.2633
-0.01516,"Bwk","low",0.2665,134.61,0.21,0.13245
-0.01349,"Bwk","low",0.26809,161.03,55.27,0.23676
-0.00639,"Bwk","low",0.3578,160.63,0,0.25381
-0.01231,"Bwk","low",0.49133,151.26,0,0.73501
-0.02532,"Bwk","low",0.68347,117.71,0,1.20586
-0.02442,"Bwk","low",0.78187,111.65,0,0.99241
-0.02653,"Bwk","low",0.80385,121.87,2.46,0.63656
0.01971,"Bwk","low",0.78971,138.57,8.97,8.73434
0.00102,"Bwk","medium",0.6918,189.75,166.95,18.59764
0.01127,"Bwk","very low",0.67119,202.23,0,5.44675
0.06343,"Bwk","very low",0.65077,211.28,0.83,2.0932
0.08255,"Bsk","very low",0.54892,245.23,0,2.0932
0.09842,"Bsk","very low",0.48375,270.59,79.1,2.75305
0.08249,"Bsk","very low",0.44761,317.35,0.03,13.20281
0.08554,"Bsk","high",0.52165,349.71,6.43,8.97641
0.10301,"Bsk","high",0.63928,367.2,13.32,6.27091
0.09428,"Bsk","high",0.70388,393.11,311.25,6.42234
0.18247,"Bsk","high",0.75161,409.11,339.69,22.57088
0.19461,"Bsk","high",0.77243,423.15,159.77,13.51387
0.20244,"Bsk","very high",0.76996,435.52,403.48,32.53116
0.20747,"Bsk","very low",0.77731,434.84,1266.1,135.30269
0.23467,"Dwb","very low",0.76399,441.89,428.61,71.04916
0.22022,"Dwb","very low",0.7557,450.26,124.34,21.51963
-0.01954,"Bwk","very low",-0.18772,119.64,0.38,0.73029
-0.02135,"Bwk","very low",-0.1849,121.16,1.12,0.22208
-0.02223,"Bwk","very low",-0.14365,108.36,0.06,0.02237
-0.01649,"Bwk","very low",-0.10966,102.22,0.18,0.05512
-0.01751,"Bwk","very low",-0.07363,96.14,0,0.00011
-0.01863,"Bwk","very low",-0.03481,90.72,0,0
-0.01723,"Bwk","very low",0.00472,88.45,0.22,0.01892
-0.01641,"Bwk","very low",0.03567,93.91,0.19,0.2017
-0.01828,"Bwk","very low",0.06461,103.11,0,0.09552
-0.01901,"Bwk","very low",0.0828,118.32,0,0.06003
-0.01675,"Bwk","very low",0.11202,127.31,1.18,0.27551
-0.0201,"Bwk","very low",0.12332,144.12,1.07,0.20805
-0.02262,"Bwk","very low",0.15172,153.38,1.33,0.20634
-0.01716,"Bwk","very low",0.21633,148.92,0.01,0.14633
-0.00058,"Bwk","very low",0.30828,137.82,0,0.17429
-0.00233,"Bwk","low",0.39016,144.45,0,0.25381
-0.00431,"Bwk","low",0.45399,172.94,0,0.25381
-0.01499,"Bwk","low",0.60491,161.05,0,0.46565
-0.0197,"Bwk","low",0.76917,131.49,0,0.64709
0.01936,"Bwk","low",0.87115,121.32,7.27,0.85192
0.01116,"Bwk","very low",0.89329,131.38,15.47,21.38005
0.15183,"Bwk","very low",0.88634,147.55,769.45,60.15412
-0.0165,"Bwk","very low",0.83899,174.12,145.19,5.47133
0.01059,"Bwk","very low",0.77916,197.97,10.27,2.2726
0.02895,"Bwk","very low",0.68357,229.49,13.81,2.08907
0.06318,"Bsk","very low",0.62565,252.64,0,5.46809
0.10571,"Bsk","very low",0.64171,279.33,397.8,9.94204
0.15852,"Bsk","high",0.73952,301.52,52.7,17.2387
0.21649,"Bsk","high",0.82777,324.04,122.14,21.87907
0.32053,"Bsk","high",0.86604,348.94,6527.38,309.28452
0.35643,"Bsk","high",0.87488,373.33,668.57,209.65902
0.41115,"Bsk","low",0.87661,393.23,1791.66,184.75146
0.39447,"Bsk","low",0.87946,405.38,418.87,94.67995
0.35044,"Bsk","very low",0.88206,413.36,512.94,104.63733
0.34218,"Bsk","very low",0.87583,424.04,1030.54,82.47227
0.23067,"Dwb","very low",0.8016,460.22,106.1,60.29427
0.27672,"Dwb","very low",0.83121,442.91,796.28,41.68827
0.25866,"Dwb","very low",0.86558,436.68,213.27,42.88273
0.21611,"Bsk","very low",0.96955,406.36,851.07,216.3087
0.26771,"Bsk","very low",0.99051,419.51,182.96,68.533
-0.01984,"Bwk","very low",-0.16284,93.89,0,0
-0.01987,"Bwk","very low",-0.1181,91.83,0,0
-0.01935,"Bwk","very low",-0.06076,83.75,0,0
-0.01728,"Bwk","very low",-0.00713,77.47,0,0
-0.01625,"Bwk","very low",0.02785,78.96,0,0
-0.01643,"Bwk","very low",0.05843,83.56,0,0.01298
-0.02053,"Bwk","very low",0.09616,87.27,0,0.20225
-0.02036,"Bwk","very low",0.13386,91.92,0,0.14159
-0.01984,"Bwk","very low",0.17165,97.59,0,0.12401
-0.02052,"Bwk","very low",0.19246,112.14,0,0.13083
-0.01683,"Bwk","very low",0.18847,140.01,0.02,0.14192
-0.01113,"Bwk","very low",0.24731,142.54,0,0.12401
-0.01229,"Bwk","low",0.36238,128.7,0,0.15279
-0.00439,"Bwk","low",0.47199,127.69,0,0.19778
0.00656,"Bwk","low",0.57253,138.46,0,0.2248
-0.00988,"Bwk","low",0.64246,164.36,4.49,0.51024
-0.00028,"Bwk","low",0.73692,172.59,3.23,0.65232
0.02806,"Bwk","low",0.85369,163.32,42.64,1.35866
0.14858,"Bwk","very low",0.98714,132.32,220.46,21.99339
0.31053,"Bwk","very low",1.00141,142.75,451.42,77.5058
0.19675,"Bwk","very low",0.97571,162.3,3314.59,345.95625
0.05513,"Bwk","very low",0.92739,184.84,36.82,6.18077
0.01865,"Bwk","very low",0.86655,207.72,16.19,2.24871
0.08098,"Bwk","very low",0.82287,229.08,333.72,13.95271
0.15403,"Bsk","very low",0.82678,268.96,1110.68,146.92043
0.17952,"Bsk","very low",0.87862,318.64,140.3,29.31092
0.20542,"Bsk","very low",0.9098,351.05,257.92,25.575
0.15156,"Bsk","very low",0.94605,353.13,12408.16,2055.22548
0.16345,"Bsk","very low",0.84751,408.63,34.22,218.95011
0.22482,"Dwb","low",0.80752,441.19,193.02,57.67244
0.31939,"Dwb","very low",0.84555,437.17,1136.5,104.00696
0.36091,"Bsk","very low",0.92977,409.14,1091.16,116.20803
0.28299,"Bsk","very low",0.97545,393.51,15537.7,1688.91256
0.31082,"Bsk","very low",0.97469,395.16,100.78,82.22328
0.28936,"Dwb","very low",0.86007,445.23,52.07,67.04022
0.26434,"Dwb","very low",0.93507,415.61,405.23,50.33981
0.20108,"Dwb","very low",0.95473,416.68,928.08,74.24411
0.20872,"Bsk","very low",1.01907,403.68,277.7,46.87054
0.21498,"Bsk","very low",1.02042,426.47,186.06,36.31639
-0.02035,"Bwk","very low",-0.11178,69.29,0.04,0.01383
-0.02124,"Bwk","very low",-0.0445,65.68,0,0.03343
-0.01171,"Bwk","very low",0.02013,60.87,0,0.02945
-0.01289,"Bwk","very low",0.06585,60.57,0,0.04158
-0.016,"Bwk","very low",0.08672,67.43,0,0.00195
-0.01687,"Bwk","very low",0.09754,78.27,0,7e-05
-0.01686,"Bwk","very low",0.09574,96.68,0,0.03266
-0.01702,"Bwk","very low",0.10713,112.39,0,0.12298
-0.01651,"Bwk","very low",0.14758,117.38,0,0.12401
-0.01895,"Bwk","very low",0.21342,113.68,0,0.12401
-0.02022,"Bwk","very low",0.27406,116.2,0,0.12401
-0.01402,"Bwk","very low",0.3258,128.21,0,0.12647
-0.01647,"Bwk","low",0.40858,134.37,0,0.15959
-0.01071,"Bwk","low",0.52268,134.53,0,0.16282
-0.00804,"Bwk","low",0.67223,126.35,9.22,0.16282
-0.00466,"Bwk","low",0.78092,136.03,0,1.02044
-0.00087,"Bwk","very low",0.84812,159.58,0,1.39221
0.0067,"Bwk","very low",0.83324,213.23,5.57,1.61836
0.08388,"Bwk","very low",0.98582,180.92,99.93,9.52344
0.33827,"Bwk","very low",1.10868,147.53,1589.34,191.47048
0.35779,"Bwk","very low",1.10509,160.83,589.26,159.69492
0.3238,"Bwk","very low",1.08,180.37,358.41,65.65732
0.33752,"Bwk","very low",1.06218,199.05,1798.01,61.47439
0.38199,"Bwk","very low",1.05939,219.4,405.32,79.65136
0.33471,"Bsk","very low",1.12722,240.89,44.85,22.6973
0.17929,"Bsk","very low",1.20201,276.12,156.37,25.22101
0.12435,"Bsk","very low",1.08381,345.43,36.21,14.78211
0.17085,"Bsk","very low",1.02175,359.34,661.21,39.11065
0.18043,"Bsk","very low",0.91828,398.52,263.29,49.86469
0.20213,"Dwb","very low",0.80478,457.53,240.05,31.08749
0.20723,"Dwb","very low",0.81684,462.64,76.37,9.10738
0.25349,"Dwb","very low",0.83955,455.77,783.53,66.37707
0.24616,"Dwb","very low",0.91357,427.98,1051.37,610.33699
0.28097,"Bsk","very low",0.96594,405.23,401.21,71.02828
0.23052,"Dwb","very low",0.96226,403.96,577.36,57.57493
0.20063,"Dwb","very low",0.95839,409.8,291.46,53.16593
0.1636,"Dwb","very low",1.05049,375.13,3468.96,371.20134
0.19604,"Bsk","very low",1.10243,366.95,384.24,60.04176
0.17056,"Bsk","very low",1.1473,367.7,941.98,84.40796
-0.01753,"Bwk","very low",-0.03631,59.3,0,0.39615
-0.01527,"Bwk","very low",0.0319,56.28,0,0.01843
-0.0185,"Bwk","very low",0.10183,52.85,0,9e-05
-0.00968,"Bwk","very low",0.15163,52.22,0,0.02926
-0.01672,"Bwk","very low",0.15557,64.22,0,0.01204
-0.01598,"Bwk","very low",0.15405,77.09,0,0
-0.01529,"Bwk","very low",0.15534,90.99,0,0
-0.0159,"Bwk","very low",0.15704,108.97,0,0.07281
-0.01708,"Bwk","very low",0.19003,117.71,0,0.11908
-0.01917,"Bwk","very low",0.25807,114.84,0,0.12401
-0.01431,"Bwk","very low",0.33807,112.36,0,0.12401
-0.012,"Bwk","low",0.45217,104.47,0,0.14447
-0.01513,"Bwk","low",0.5363,113.92,0,0.16282
-0.01221,"Bwk","low",0.61998,126.78,0,0.16282
-0.00585,"Bwk","low",0.75578,126.41,0,0.16742
-0.0132,"Bwk","very low",0.91146,123.73,0,1.4882
-0.00836,"Bwk","very low",0.96911,147.86,0,0.98808
0.0135,"Bwk","very low",0.96508,196.98,0,1.31208
0.02773,"Bwk","very low",0.90074,264.17,0,2.06434
0.07444,"Bwk","very low",1.02913,231.09,218.66,41.42417
0.27134,"Bwk","very low",1.18927,176.56,166.42,36.56339
0.29182,"Bwk","very low",1.21394,182.19,219.73,40.92419
0.29546,"Bwk","very low",1.21623,200.83,197.8,117.03809
0.2673,"Bwk","very low",1.24024,218.14,79.5,26.15883
0.2005,"Bsk","very low",1.28585,242.68,112.07,33.48786
0.05199,"Bsk","very low",1.27047,297,32.75,14.475
0.09317,"Bsk","very low",1.20532,332.33,65.25,7.96732
0.17505,"Bsk","very low",1.11099,355.28,143.16,22.33487
0.25932,"Bsk","very low",1.03783,373.38,3.45,30.78161
0.18946,"Bsk","very low",0.96105,407.05,579.07,24.01211
0.16052,"Bsk","very low",0.95653,413.1,290.24,13.41266
0.22803,"Bsk","very low",0.99163,398.8,14.73,35.0083
0.28726,"Bsk","very low",0.99163,399.44,183.9,31.66055
0.26704,"Dwb","very low",0.93471,423.67,91.18,15.73729
0.24883,"Dwb","very low",0.99081,396.59,90.91,21.08363
0.16279,"Dwb","very low",0.99052,399.16,487.9,59.77801
0.15006,"Dwb","very low",1.09035,362.79,174.63,68.16663
0.2003,"Dwb","very low",1.13046,361.46,249.71,41.18788
0.20821,"Bsk","very low",1.17488,360.94,150.19,51.52337
-0.01635,"Bwk","very low",-0.36418,107.25,0.89,0.11689
-0.01969,"Bwk","very low",-0.31925,105.93,0.15,0.06259
-0.01739,"Bwk","very low",-0.29187,115.73,0,0
-0.01829,"Bwk","very low",-0.14906,81.17,0,0
-0.00342,"Bwk","very low",0.04118,58.41,4.37,0.08895
-0.01181,"Bwk","very low",0.135,52.11,0.3,0.05719
-0.01762,"Bwk","very low",0.2051,50.1,0,0.03953
-0.01669,"Bwk","very low",0.25794,48.51,0,0.01996
-0.01604,"Bwk","very low",0.26728,56.32,0,0.14776
-0.01589,"Bwk","very low",0.26072,66.89,0,0.12959
-0.01445,"Bwk","very low",0.27196,71.32,0,0.39826
-0.01637,"Bwk","very low",0.29395,77.81,10.1,0.10562
-0.02237,"Bwk","very low",0.33429,83.5,0,0.07322
-0.02062,"Bwk","very low",0.41728,78.18,0,0.08972
-0.00411,"Bwk","very low",0.50411,79.69,0,0.06719
-0.00776,"Bwk","low",0.6225,78.12,0,0.09171
-0.02306,"Bwk","low",0.7388,81.72,0,0.08156
-0.01985,"Bwk","low",0.82968,93.28,0,0.15227
-0.01618,"Bwk","low",0.92086,106.08,0,0.60568
-0.02185,"Bwk","very low",1.0382,115.16,0,1.48635
-0.01233,"Bwk","very low",1.1193,131.95,35.24,1.06613
0.00361,"Bwk","very low",1.13343,165.47,0,0.80059
0.0061,"Bwk","very low",1.08712,224.14,0.02,0.78619
0.01041,"Bwk","very low",1.10681,241.9,0.2,0.94302
0.02006,"Bwk","very low",1.15341,239.82,0.25,5.07588
0.03002,"Bwk","very low",1.18811,240.18,0,1.31019
0.03563,"Bwk","very low",1.19379,254.52,0,9.92756
0.04571,"Bsk","very low",1.25723,246.02,612.63,20.99525
0.05861,"Bsk","very low",1.30371,260.29,0.27,39.49109
0.06984,"Bsk","very low",1.29969,297.26,0,3.32488
0.08351,"Bsk","very low",1.26623,321.91,66.11,3.55558
0.13451,"Bsk","very low",1.23594,325.28,60.14,13.27249
0.12916,"Bsk","very low",1.21397,322.74,5.76,15.32818
0.14924,"Bsk","very low",1.18516,330.4,22.07,15.54465
0.11063,"Bsk","very low",1.14926,346.45,8.61,14.66701
0.12813,"Bsk","very low",1.14081,349.58,43.35,17.42452
0.18699,"Bsk","very low",1.16621,334.72,657.45,82.85901
0.14652,"Bsk","very low",1.1085,360.5,159.99,24.03432
0.15329,"Bsk","very low",1.1539,338.23,263.54,28.54504
0.13027,"Bsk","very low",1.179,331.57,256.14,29.71188
0.0731,"Bsk","very low",1.20962,327.28,800.13,52.41452
0.09728,"Bsk","very low",1.25601,323.46,871.18,117.82729
0.19272,"Bsk","very low",1.29857,325.98,196.51,57.44921
-0.02304,"Bwk","very low",-0.2744,81.04,0,0
-0.02122,"Bwk","very low",-0.24483,80.37,0.19,0.0383
-0.02327,"Bwk","very low",-0.20915,88.15,0,0
-0.02079,"Bwk","very low",-0.17072,97.8,0,0
-0.01714,"Bwk","very low",-0.06599,81.68,1.25,0.05091
-0.0184,"Bwk","very low",0.06483,61.3,3.48,0.33807
-0.0175,"Bwk","very low",0.18106,48.64,0.35,0.10717
-0.00265,"Bwk","very low",0.26337,48.74,0,0.06176
-0.01803,"Bwk","very low",0.33631,47.64,0,0.04121
-0.02347,"Bwk","very low",0.39035,45.59,0,0.00771
-0.02056,"Bwk","very low",0.40988,47.2,0,0
-0.0168,"Bwk","very low",0.41237,49.79,0,1.15638
-0.01724,"Bwk","very low",0.42725,49.35,8.07,2.21298
-0.0181,"Bwk","very low",0.44321,55.35,0,0.88601
-0.01902,"Bwk","very low",0.48349,60.82,0,0.03191
-0.01771,"Bwk","very low",0.52284,71.11,0,0.00949
-0.01191,"Bwk","low",0.58848,78.61,0,0.04665
-0.01844,"Bwk","low",0.69034,81.18,0,0.03361
-0.01984,"Bwk","low",0.79515,85.53,0,0.03189
-0.01878,"Bwk","low",0.91258,89.18,0,0.09457
-0.02011,"Bwk","low",1.02336,102.81,0,1.07986
-0.02221,"Bwk","very low",1.11926,116.41,0,1.0409
-0.02178,"Bwk","very low",1.20592,131.83,0,0.78619
-0.02034,"Bwk","very low",1.2565,152.51,0,0.78619
-0.01309,"Bwk","very low",1.28487,175.8,1,0.70629
-0.0041,"Bwk","very low",1.29832,196.48,2.43,0.36113
0.00196,"Bwk","very low",1.25966,235.4,2.21,0.38059
0.01531,"Bwk","very low",1.24893,255.6,8.73,1.57451
0.02104,"Bwk","very low",1.28926,252.55,11.09,5.06228
0.04712,"Bsk","very low",1.31502,256.81,9.49,3.13394
0.071,"Bsk","very low",1.30427,287.7,10.85,2.06491
0.06901,"Bsk","very low",1.32241,304.72,2.07,1.09168
0.06793,"Bsk","very low",1.34127,305.28,0.01,0.94286
0.07102,"Bsk","very low",1.34772,298.85,212.43,25.88242
0.06613,"Bsk","very low",1.34849,292.2,193.69,21.07857
0.0536,"Bsk","very low",1.34923,286.79,66.38,14.90038
0.0449,"Bsk","very low",1.3252,296.59,0,3.07744
0.04636,"Bsk","very low",1.31369,299.04,62.53,12.09927
0.12469,"Bsk","very low",1.33276,287.8,13.86,9.95248
0.03603,"Bsk","very low",1.30358,299.65,1.78,11.35142
0.0172,"Bsk","very low",1.30264,299.68,57.59,16.75305
0.06945,"Bsk","very low",1.35261,283.96,13.01,13.484
0.12769,"Bsk","very low",1.3396,302.83,524.89,43.95075
0.12108,"Bsk","very low",1.33436,321.78,187.76,45.35205
0.11105,"Bsk","very low",1.36826,330.66,1101.26,40.25128
0.15526,"Bsk","very low",1.39995,337.33,313.47,42.56505
0.2128,"Dwb","very low",1.59167,394.43,337.54,29.79963
0.3467,"Dwb","very low",1.51921,536.54,43.07,50.42327
0.30202,"Dwb","very low",1.81575,462.75,1321.55,120.56577
0.32707,"Dwa","very low",2.17302,442.88,1690.76,243.024
-0.02257,"Bwk","very low",-0.18291,75.18,0,0
-0.02225,"Bwk","very low",-0.11305,66.55,0,0
-0.02397,"Bwk","very low",-0.04149,60.88,0,0
-0.02226,"Bwk","very low",0.00246,68.18,0,0
-0.01829,"Bwk","very low",0.09127,63.14,2.14,0.22931
-0.01891,"Bwk","very low",0.21982,47.63,7.53,1.0871
-0.01749,"Bwk","very low",0.31387,45.95,6.85,1.04863
-0.00971,"Bwk","very low",0.40096,46.51,0.71,0.31676
