"NDVIchange","Climatezone","Mining","Tempchange","Precipitation","GDP","Popdensity"
0.00349,"Bwk","low",0.37548,195.52,0,0.12088
0.00037,"Bwk","low",0.36906,193.16,0,0.18987
-0.00408,"Bwk","low",0.36588,189.96,0,0.87981
0.00474,"Bwk","low",0.34816,194.55,0,1.75317
0.03849,"Bwk","low",0.30599,211.71,0,1.96823
0.01646,"Bwk","low",0.24897,235.25,0,2.22721
0.00586,"Bwk","low",0.26003,228.27,0.04,7.5338
0.07724,"Bsk","low",0.19879,287.97,0,4.99058
0.029,"Bsk","low",0.16555,318.84,0,11.78974
0.10722,"Bsk","low",0.18317,332.07,241,19.66687
0.06977,"Bsk","low",0.21984,337.99,0,19.53785
0.05269,"Bsk","low",0.22573,360.54,3.83,6.85058
0.08017,"Bsk","low",0.24571,380.64,27.26,1.69291
0.09842,"Bsk","low",0.28524,397.35,0,1.69291
0.09323,"Bsk","very low",0.34765,409.38,0,4.09276
0.09855,"Bsk","very low",0.42484,420.85,0,10.00398
0.12264,"Bsk","very low",0.48727,434.06,15.26,15.76635
0.00653,"Bwk","low",0.42648,192.95,0,0.08673
-0.00011,"Bwk","low",0.42712,186.1,3.71,0.05022
-0.00678,"Bwk","low",0.42082,182.83,0,0.07432
0.0048,"Bwk","low",0.41923,179.62,0,0.09298
-0.00266,"Bwk","low",0.41686,178.18,0,0.09298
-0.00614,"Bwk","low",0.41165,179.38,0.75,0.29484
-0.01214,"Bwk","low",0.39089,187.56,0,1.68566
-0.00188,"Bwk","low",0.35911,201.95,0,2.0354
0.00576,"Bwk","low",0.31967,220.62,0,2.51028
0.02058,"Bsk","low",0.25368,250.34,1.15,3.65735
0.0902,"Bsk","low",0.26138,248.32,22.19,4.81464
0.06194,"Bsk","low",0.21614,274.73,0,4.00463
0.02531,"Bsk","low",0.17682,302.7,22.7,4.92684
0.01425,"Bsk","low",0.1695,319.03,0,11.72385
0.02716,"Bsk","low",0.20942,317.72,8.5,6.50284
0.03509,"Bsk","low",0.20345,343.37,0,1.69291
0.06846,"Bsk","low",0.22152,365.36,0,1.69291
0.07676,"Bsk","low",0.28001,377.21,0,1.70654
0.09632,"Bsk","very low",0.35063,392.5,53.88,3.96819
0.08143,"Bsk","very low",0.42103,414.53,0,6.45424
0.11381,"Bsk","very low",0.52014,425.69,7.42,24.53075
0.00383,"Bwk","low",0.43266,178.69,0,0.07954
0.00044,"Bwk","low",0.4357,173.52,0,0.07276
-0.00158,"Bwk","low",0.43959,169.92,0,0.09298
0.00872,"Bwk","low",0.44378,167.89,0,0.09298
-0.00588,"Bwk","low",0.44305,169.1,0,0.09298
-0.01134,"Bwk","low",0.43472,174.33,0,0.09298
-0.00988,"Bwk","low",0.42735,180.57,0,2.63836
-0.00791,"Bwk","low",0.42952,183.44,9.89,8.08922
0.02669,"Bwk","low",0.42328,189.08,0,2.53535
0.09069,"Bsk","low",0.31293,241.2,5.51,2.60317
0.00505,"Bsk","low",0.24959,254.81,0,1.02625
0.01155,"Bsk","low",0.21081,275.28,8.98,4.43683
-0.0262,"Bsk","low",0.18239,293.92,33.99,4.43123
0.01822,"Bsk","low",0.19939,297.75,0,1.96688
0.07287,"Bsk","low",0.18559,323.81,0,1.69291
0.07418,"Bsk","low",0.21045,343.43,0.07,1.88024
0.07661,"Bsk","medium",0.27526,357.14,50.17,1.8919
0.08141,"Bsk","medium",0.3515,377.04,0,8.28303
0.09303,"Bsk","very low",0.43111,403.22,481.28,22.6983
0.11437,"Bsk","very low",0.54058,418.9,0,24.81078
0.10049,"Bsk","very low",0.63625,437.23,2.15,13.88647
-0.00671,"Bwk","low",0.44189,159.77,0,0.05039
0.00346,"Bwk","low",0.4507,157.06,0,0.09298
-0.00193,"Bwk","low",0.45469,158.36,0,0.09146
-0.01236,"Bwk","low",0.45387,163.13,0,0.09298
-0.01025,"Bwk","low",0.45314,168.9,0,0.09298
-0.00773,"Bwk","low",0.45487,174.74,0,21.00732
-0.00461,"Bwk","low",0.46665,176.96,0,20.85746
0.02661,"Bwk","low",0.46473,184.3,40.09,19.18171
0.0738,"Bsk","low",0.35648,236.02,0,17.22456
0.01133,"Bwk","low",0.30707,226.18,0,1.98627
-0.00287,"Bsk","medium",0.25449,246.45,0,14.12413
-0.01902,"Bsk","medium",0.20126,269.93,0,22.36153
-0.01,"Bsk","medium",0.19284,278.91,0,16.36511
0.04678,"Bsk","medium",0.18671,297.53,0,3.59189
0.05683,"Bsk","medium",0.18781,327.76,0.58,4.20221
0.08139,"Bsk","medium",0.2604,343.05,0,1.91914
0.06813,"Bsk","medium",0.35145,365.62,0,8.97291
0.07783,"Bsk","very low",0.45872,389.45,0.27,25.29694
0.08505,"Bsk","very low",0.57218,411.46,123.57,18.71211
0.11844,"Bsk","very low",0.67848,430.57,1.17,9.26401
0.07834,"Bsk","very low",0.75267,445.76,16.81,10.52318
-0.00509,"Bwk","low",0.44105,149.55,0,0.11241
-0.01084,"Bwk","low",0.44229,155.05,0,0.09298
-0.01424,"Bwk","low",0.45005,159.19,0,0.05246
-0.00583,"Bwk","low",0.46317,163.29,0,5.68644
-0.00944,"Bwk","low",0.47428,168.52,0,18.76488
-0.00178,"Bwk","low",0.49282,171.17,0,4.09999
0.04915,"Bwk","low",0.48925,182.81,0,16.19275
0.07023,"Bsk","low",0.41072,224.13,794.04,28.38427
0.17138,"Bsk","low",0.10319,365.79,0.52,31.15123
0.02694,"Bwk","medium",0.30959,219.69,6.53,20.04829
0.01551,"Bwk","medium",0.26319,234.8,24.83,26.56778
0.04703,"Bsk","medium",0.23324,246.95,0,20.3101
0.07247,"Bsk","medium",0.19878,271.52,2.46,7.91219
0.03737,"Bsk","medium",0.19227,302.53,0,6.2387
0.05101,"Bsk","medium",0.24981,329.3,0.4,1.97414
0.03089,"Bsk","medium",0.36556,348.73,0,11.26871
0.06169,"Bsk","very low",0.49873,370.67,1.17,23.91356
0.05896,"Bsk","very low",0.63478,390.89,0,11.79872
0.09275,"Bsk","very low",0.73371,412.74,20.27,8.15359
0.09394,"Bsk","very low",0.77933,437.32,38.15,12.93772
0.10256,"Bsk","very low",0.77809,463.38,7.38,16.71965
0.09779,"Bsk","very low",0.05683,282.86,0,3.0524
0.08722,"Bsk","very low",0.1032,249.93,0,2.61248
-0.0148,"Bwk","low",0.43249,147.7,0,0.08764
-0.0087,"Bwk","low",0.44226,153.94,0,0.02186
-0.0139,"Bwk","low",0.46414,157.13,0,0
-0.01031,"Bwk","low",0.48764,160.02,0,0.80995
0.00328,"Bwk","low",0.51695,160.9,0,1.92097
0.03764,"Bwk","low",0.52462,169.82,0,5.41498
0.06581,"Bwk","low",0.48653,193.93,0,27.50566
0.0756,"Bsk","low",0.30542,275.44,36.69,26.20683
0.01568,"Bwk","very low",0.36965,197.12,0.89,23.17503
0.08062,"Bwk","medium",0.31404,213.01,14.08,26.12139
0.04016,"Bsk","medium",0.26095,231.86,20.52,21.95718
0.00787,"Bsk","medium",0.19802,263.84,0,7.91219
0.04214,"Bsk","medium",0.19506,289.08,289.17,7.91219
0.0391,"Bsk","medium",0.25391,314.37,0,5.7821
0.04678,"Bsk","medium",0.36186,338.71,18.9,4.53184
0.04791,"Bsk","very low",0.5128,354.52,0,6.72915
0.0735,"Bsk","very low",0.65793,372.86,44.79,5.19885
0.11136,"Bsk","very low",0.75229,394.53,13.23,6.14194
0.12725,"Bsk","very low",0.77247,423.57,40.47,12.91477
0.14154,"Bsk","very high",0.76521,450.77,2.06,19.36235
0.1726,"Bsk","very high",0.75488,464.7,153.39,20.85429
0.06506,"Bwk","very low",0.06689,243.25,0,8.92529
0.06179,"Bwk","very low",0.12973,202.3,0,2.52065
0.01803,"Bwk","very low",0.17392,169.61,0,2.52065
-0.01506,"Bwk","low",0.4143,141.66,0,0.12761
-0.00087,"Bwk","low",0.42516,149.56,0,0.18667
-0.01305,"Bwk","low",0.45658,150.32,0,0.34527
0.0066,"Bwk","low",0.49765,148.55,0,0.82205
0.00656,"Bwk","low",0.54367,145.18,0,1.85112
-0.00045,"Bwk","low",0.56888,148.79,0,1.85112
0.01559,"Bwk","low",0.54606,167.29,0,8.6096
0.01727,"Bwk","low",0.49033,194.78,0,10.32899
0.01784,"Bwk","low",0.39512,238.69,92.05,9.99123
0.05405,"Bwk","very low",0.45316,178.74,310.51,59.3373
0.01432,"Bwk","very low",0.37734,204.9,105.2,33.69769
0.03274,"Bwk","medium",0.32555,218.87,0,25.39188
0.02846,"Bsk","medium",0.27587,235.56,0,13.20065
0.06212,"Bsk","medium",0.24859,251.89,0,7.91219
0.06554,"Bsk","medium",0.23297,279.01,65.56,7.91219
0.07554,"Bsk","medium",0.28207,298.89,4.5,7.11485
0.08752,"Bsk","medium",0.37027,321.07,0.67,3.36812
0.08801,"Bsk","medium",0.48174,344.36,0,3.51231
0.11977,"Bsk","very low",0.60701,361.11,13.67,4.87297
0.1296,"Bsk","very low",0.69054,382.93,14.65,6.34523
0.15537,"Bsk","very high",0.73254,405.47,32.32,10.54369
0.17243,"Bsk","very high",0.70268,445.58,19.03,13.61548
0.18451,"Bsk","very high",0.70495,460.78,66.95,29.82456
0.16139,"Bsk","very high",0.69609,473.55,63.13,69.16921
0.06594,"Bwk","very low",-0.06437,260.55,0.55,1.02344
0.03072,"Bwk","very low",0.07254,186.49,0.07,1.80754
0.02648,"Bwk","very low",0.10589,158.21,5.29,2.52065
0.00647,"Bwk","very low",0.08236,157.54,49.97,2.51396
0.02161,"Bwk","very low",0.02436,175.62,0,2.50973
0.00685,"Bwk","very low",0.23173,126.13,14.56,0.45636
-0.01028,"Bwk","very low",0.24706,137.17,0,0.35127
-0.00906,"Bwk","very low",0.25665,140.34,1.15,0.77126
-0.01112,"Bwk","low",0.38752,136.53,0,0.01663
-0.00159,"Bwk","low",0.4108,140.73,0,0.0317
-0.00485,"Bwk","low",0.45827,137.52,0,0.21781
0.00431,"Bwk","low",0.51155,133.18,0,1.40396
-0.0103,"Bwk","low",0.55892,131.94,0,1.85112
-0.01645,"Bwk","low",0.60232,131.34,0,1.85112
0.00563,"Bwk","low",0.61307,139.3,0,1.85112
0.00806,"Bwk","low",0.60314,150.63,0.09,1.70432
0.02154,"Bwk","low",0.55286,174.97,0,6.69973
0.03384,"Bwk","low",0.5184,187.73,0,13.32622
0.00126,"Bwk","low",0.47199,204.42,537.65,27.99782
0.02408,"Bwk","very low",0.51261,173.19,919.98,245.66105
-0.00289,"Bwk","medium",0.40458,211.81,622.39,152.34708
0.02753,"Bsk","medium",0.34825,230.94,0,6.84113
0.04679,"Bsk","medium",0.33159,233.11,0,5.85911
0.10745,"Bsk","medium",0.30453,248.38,0.06,7.91219
0.08059,"Bsk","medium",0.29204,268.74,0,7.91219
0.07826,"Bsk","medium",0.30618,290.78,40.58,4.46119
0.08387,"Bsk","medium",0.3634,309.2,0.67,3.21708
0.12146,"Bsk","medium",0.42744,335.61,0,3.33876
0.1445,"Bsk","very low",0.51016,358.1,3.07,11.32952
0.1362,"Bsk","very high",0.57965,381.46,31.49,11.97845
0.16955,"Bsk","very high",0.65628,393.66,8.63,12.33564
0.18116,"Bsk","very high",0.65436,427.67,857,78.21687
0.1845,"Bsk","very high",0.67913,440.44,479.04,151.76877
0.13885,"Bsk","very high",0.67944,455.99,140.66,69.7084
0.18483,"Dwb","very high",0.64138,479.26,243.23,68.96137
0.2058,"Dwb","very high",0.60762,491.81,270.57,48.80099
0.22383,"Dwb","very high",0.59133,489.5,9.05,42.30176
0.26251,"Dwa","very high",0.57954,462.45,47.48,70.64666
0.0184,"Bwk","very low",-0.01374,188.08,0.59,0.17793
-0.00058,"Bwk","very low",0.03993,152.14,0.36,0.86322
0.00016,"Bwk","very low",0.03267,143.68,0.02,2.42738
-0.00046,"Bwk","very low",0.00409,150.73,0,2.52065
0.00583,"Bwk","very low",0.00844,156.3,0,2.52065
0.01175,"Bwk","very low",0.04165,154.71,0,2.52065
0.01184,"Bwk","very low",0.13819,126.82,0,1.32386
-0.01227,"Bwk","very low",0.23277,104.49,5.78,0.32781
-0.01424,"Bwk","very low",0.28155,98.87,6.13,0.32781
-0.0121,"Bwk","very low",0.29558,103.43,0,0.32781
-0.01565,"Bwk","very low",0.30338,109.73,0,0.48232
-0.01053,"Bwk","very low",0.31608,112.21,0.01,0.6582
-0.00586,"Bwk","very low",0.33493,112.57,0.64,0.508
0.00052,"Bwk","very low",0.36174,116.07,0.57,0.4146
-0.01421,"Bwk","low",0.36545,128.44,0,0.06405
0.00146,"Bwk","low",0.39727,130.21,0,0.06058
0.00042,"Bwk","low",0.45527,124.35,0,0.24593
-0.00869,"Bwk","low",0.50483,123.94,0,0.28241
-0.00836,"Bwk","low",0.52606,135.11,0,1.41164
-0.01457,"Bwk","low",0.61159,122.13,0,1.85112
-0.01209,"Bwk","low",0.66342,119.61,0,1.85112
-0.00824,"Bwk","low",0.6712,127.21,0,1.137
-0.01675,"Bwk","low",0.66091,136.73,0,0.30008
-0.00564,"Bwk","low",0.63603,148.39,0,3.53148
0.0178,"Bwk","low",0.60043,161.64,3.74,29.218
0.01003,"Bwk","medium",0.57883,167.75,1817.13,515.08374
-0.01708,"Bsk","medium",0.41336,233.69,37.41,79.91856
0.01877,"Bsk","medium",0.39338,238.39,0,2.63353
0.02612,"Bsk","medium",0.38389,240.33,0,3.99209
0.05345,"Bsk","medium",0.36232,251.74,0,6.20777
0.06782,"Bsk","medium",0.36332,257.54,0,7.39787
0.07843,"Bsk","medium",0.34373,281.04,0,6.4456
0.05253,"Bsk","medium",0.35242,301.89,0,6.95937
0.11379,"Bsk","very low",0.36989,329.96,6.2,10.55022
0.11208,"Bsk","very low",0.41279,358.39,0,13.25687
0.11843,"Bsk","very low",0.47827,381.28,7.08,12.85908
0.17191,"Bsk","very high",0.55898,394.57,48.68,10.10751
0.17473,"Bsk","high",0.5901,421.64,69.47,73.80999
0.14323,"Bsk","high",0.64098,429.41,284.91,143.02228
0.15741,"Dwb","very high",0.63014,456.88,356.1,88.25938
0.16245,"Dwb","very high",0.62732,472.46,80.3,39.83984
0.23581,"Dwb","very high",0.61736,481.11,22.65,15.98939
0.25614,"Bsk","very high",0.64899,465.12,714.18,30.7911
0.22708,"Dwb","very high",0.63233,465.24,24.97,79.07879
0.26945,"Dwb","very high",0.59804,470.47,240.85,115.89986
0.23287,"Dwb","very low",0.58844,466.74,1.02,57.38998
0.22338,"Dwb","very low",0.52153,492.07,30.95,15.17289
0.22642,"Dwb","very low",0.49102,510.73,67.51,14.15843
0.00397,"Bwk","very low",-0.05398,161.68,0.58,0.17793
0.00109,"Bwk","very low",-0.05283,154.51,0.58,0.17793
-0.00351,"Bwk","very low",-0.04837,146.32,0.49,0.51531
-0.01006,"Bwk","very low",-0.00779,127.39,0.12,1.97528
-0.01477,"Bwk","very low",0.04051,115.36,0,2.51362
-0.01522,"Bwk","very low",0.0779,112.88,0,2.52065
-0.01358,"Bwk","very low",0.12384,109.38,0,0.82654
-0.00915,"Bwk","very low",0.14038,121.07,0,0.32781
-0.01063,"Bwk","very low",0.13028,142.31,0.16,0.32781
-0.01019,"Bwk","very low",0.22968,111.06,0,0.32781
-0.01493,"Bwk","very low",0.27872,100.51,0,0.32781
-0.01472,"Bwk","very low",0.29016,106.62,0.47,0.33213
-0.01502,"Bwk","very low",0.29222,117.16,1.27,0.38329
-0.01118,"Bwk","very low",0.32222,116.24,1.05,0.38739
-0.01465,"Bwk","low",0.3282,127.21,0,0.10831
-0.00082,"Bwk","low",0.36528,126.94,0,0.19726
0.00363,"Bwk","low",0.3967,132.85,0,0.25381
-0.00304,"Bwk","low",0.43709,138.15,1.07,0.25381
-0.00036,"Bwk","low",0.48394,142.97,0,1.13488
-0.0189,"Bwk","low",0.57466,131.02,0,1.85112
-0.02065,"Bwk","low",0.6792,113.06,103.42,1.85112
-0.01304,"Bwk","low",0.71421,115.53,0,1.84132
-0.01087,"Bwk","low",0.71715,123.32,0,1.40423
-0.01426,"Bwk","low",0.70246,134.21,0,0.75749
-0.01381,"Bwk","low",0.67599,146.95,0,2.02317
0.07839,"Bwk","medium",0.67058,149.19,873.92,290.47613
-0.00685,"Bsk","medium",0.49418,225.96,126.39,173.59809
0.00763,"Bwk","medium",0.49548,223.16,6.54,3.01891
0.02283,"Bwk","medium",0.50378,219.19,0,2.63304
0.02401,"Bsk","medium",0.47953,230.42,0,2.50437
0.0342,"Bsk","very low",0.45145,243.81,0,3.09522
0.08624,"Bsk","very low",0.41261,262.93,0,11.91379
0.09586,"Bsk","very low",0.39126,281.88,4.46,13.25687
0.1108,"Bsk","very low",0.36641,311.86,498.39,13.25687
0.08832,"Bsk","very low",0.37425,347.09,5.21,13.25687
0.10087,"Bsk","very low",0.42439,376.89,475.37,78.93296
0.19299,"Bsk","high",0.52492,384.35,50.25,65.74371
0.20302,"Bsk","high",0.56289,411.59,23.65,16.51243
0.15055,"Bsk","high",0.59204,434.09,2592.22,115.64793
0.15408,"Bsk","high",0.61131,453.54,2012.55,1022.23608
0.19123,"Bsk","high",0.61997,468.65,52.78,75.01817
0.24234,"Dwb","very high",0.65009,466.58,53.85,7.01731
0.23057,"Dwb","very high",0.66761,461.49,0.04,33.25798
0.23484,"Dwb","very high",0.64036,472.43,6.18,144.28422
0.21987,"Dwb","very high",0.63527,469.16,1487.57,154.1467
0.25343,"Dwb","very low",0.63753,460.3,106.58,70.07107
0.26426,"Dwb","very low",0.59346,476.9,329.04,44.12965
0.25537,"Dwb","very low",0.55459,498.39,36.79,33.56565
-0.01508,"Bwk","very low",-0.1086,155.13,0.34,0.04102
-0.01853,"Bwk","very low",-0.11185,156.52,0.54,0.16963
-0.01725,"Bwk","very low",-0.06787,134.96,0.56,0.17793
-0.01763,"Bwk","very low",-0.03887,120.31,0.52,0.17793
-0.01546,"Bwk","very low",-0.01781,110.76,0.22,0.13549
-0.01591,"Bwk","very low",0.00267,105.11,0.02,0.06505
-0.01528,"Bwk","very low",0.02567,103.87,0.21,0.9692
-0.01304,"Bwk","very low",0.06632,99.67,0.01,2.24076
-0.0137,"Bwk","very low",0.09968,101.18,0,0.34118
-0.01491,"Bwk","very low",0.11408,112.41,0,0.32781
-0.00773,"Bwk","very low",0.08462,142.21,0,0.32781
0.00062,"Bwk","very low",0.09343,152.01,0,0.32781
-0.00768,"Bwk","very low",0.17816,127.34,0.04,0.32781
-0.01669,"Bwk","very low",0.21632,122.15,1.06,0.36128
-0.01991,"Bwk","very low",0.22028,132.82,1.21,0.38739
-0.01384,"Bwk","very low",0.27055,122.72,0.8,0.37593
-0.01634,"Bwk","low",0.28846,129.32,0,0.07339
-0.00431,"Bwk","low",0.29244,143.54,0,0.25274
-0.0165,"Bwk","low",0.31183,155.61,0,0.25381
-0.00951,"Bwk","low",0.34954,164.15,0,0.25381
-0.01071,"Bwk","low",0.41991,162.37,0,0.49685
-0.01849,"Bwk","low",0.54786,136.43,0,1.79226
-0.02579,"Bwk","low",0.67011,115.01,0,1.85112
-0.02319,"Bwk","low",0.73949,110.52,0,1.8408
-0.0192,"Bwk","low",0.7673,113.99,0,1.68818
-0.01919,"Bwk","low",0.77184,121.52,0,1.04288
-0.01211,"Bwk","low",0.74765,136.21,1.73,0.30521
0.07407,"Bwk","medium",0.72626,148.31,16.45,10.75393
-0.01239,"Bwk","medium",0.6036,206.05,0,14.43009
0.00014,"Bwk","medium",0.58009,217.74,0,6.99059
0.04049,"Bwk","very low",0.60096,209.49,0,4.25079
0.06134,"Bwk","very low",0.59166,214.54,0.83,2.0932
0.04004,"Bsk","very low",0.55348,227.69,0,2.0932
0.08239,"Bsk","very low",0.48563,251.53,0,4.14801
0.10608,"Bsk","very low",0.45117,266.57,7.6,7.32467
0.0789,"Bsk","very low",0.39881,301.48,0,11.60897
0.06988,"Bsk","very low",0.38622,339.88,0,13.25687
0.08639,"Bsk","very low",0.42311,370.8,0,21.98217
0.10926,"Bsk","high",0.51223,382.32,0.05,16.81276
0.11437,"Bsk","high",0.58986,392.92,12.13,8.58856
0.11472,"Bsk","high",0.62413,414.84,5.85,11.46437
0.15846,"Bsk","high",0.66715,425.66,15.92,23.04154
0.19121,"Bsk","high",0.69164,436.57,7.37,9.45454
0.17582,"Bsk","high",0.69862,447.43,6.86,10.99097
0.17201,"Bsk","very high",0.6996,455.39,0.34,6.61339
0.18665,"Dwb","very high",0.68282,466.1,0.7,39.4866
0.16833,"Dwb","very high",0.70055,455.84,162.39,10.87673
0.21443,"Dwb","very low",0.71726,445.23,32.58,67.94369
0.25147,"Dwb","very low",0.7171,444.78,132.19,38.92321
0.25358,"Dwb","very low",0.67501,467.39,23.2,39.39109
-0.02016,"Bwk","very low",-0.10492,119.82,0.06,0.39159
-0.01974,"Bwk","very low",-0.09818,119.58,0.54,0.13114
-0.01699,"Bwk","very low",-0.09033,118.43,0.56,0.17793
-0.01904,"Bwk","very low",-0.06824,109.35,0.4,0.16657
-0.01749,"Bwk","very low",-0.04346,100.94,0.05,0.06501
-0.01608,"Bwk","very low",-0.03309,100.15,0,0.00051
-0.01647,"Bwk","very low",-0.01481,98.14,0,0
-0.01715,"Bwk","very low",0.01563,94.87,0.47,0.09915
-0.01436,"Bwk","very low",0.05143,93.38,0.22,0.36913
-0.01549,"Bwk","very low",0.07307,98.31,0,0.32781
-0.0172,"Bwk","very low",0.09137,107.2,0,0.32781
-0.01747,"Bwk","very low",0.08455,125.94,0,0.30891
-0.0117,"Bwk","very low",0.07347,146.16,0,0.19088
-0.00887,"Bwk","very low",0.06059,166.68,0.4,0.27062
-0.01167,"Bwk","very low",0.06784,176.7,1.26,0.38605
-0.01656,"Bwk","very low",0.14047,156.98,0.99,0.3823
-0.01854,"Bwk","very low",0.23615,126.52,0.33,0.11659
-0.01555,"Bwk","very low",0.27056,126.35,0.21,0.11108
-0.01593,"Bwk","low",0.23611,157.16,0,0.20876
-0.01126,"Bwk","low",0.27395,161.31,55.27,0.23456
-0.00132,"Bwk","low",0.3447,155.78,0,0.25381
-0.01121,"Bwk","low",0.41534,157.58,0,0.25381
-0.01305,"Bwk","low",0.5124,150.37,0,0.56675
-0.02631,"Bwk","low",0.64953,124.35,0,0.91738
-0.02371,"Bwk","low",0.75391,110.27,0,0.72865
-0.02461,"Bwk","low",0.79957,111.73,0,0.64709
-0.02613,"Bwk","low",0.81773,118.13,0,0.6391
-0.02711,"Bwk","low",0.81172,129.68,5.46,1.68195
0.02001,"Bwk","low",0.80906,138.03,3.48,12.25734
0.02133,"Bwk","medium",0.7497,170.52,166.95,29.2855
-0.01509,"Bwk","very low",0.6919,199.97,0,6.39794
0.00635,"Bwk","very low",0.69773,198.59,0,5.40775
0.06569,"Bwk","very low",0.68265,204.72,0,2.0932
0.05839,"Bwk","very low",0.62101,226.09,0,2.0932
0.10774,"Bsk","very low",0.54868,249.01,0,2.0932
0.0903,"Bsk","very low",0.50571,264.45,74.65,2.0932
0.10714,"Bsk","very low",0.47241,290.73,0,7.89203
0.07872,"Bsk","very low",0.47976,317.18,0.03,13.39101
0.07916,"Bsk","high",0.53099,337.72,6.43,9.77887
0.12071,"Bsk","high",0.61326,349.25,0,6.60376
0.09344,"Bsk","high",0.6807,362.88,12.83,4.80061
0.06046,"Bsk","high",0.72169,380.13,3.48,4.7004
0.13009,"Bsk","high",0.75004,395.34,444.54,11.67767
0.19994,"Bsk","high",0.77883,404.19,193.93,36.22707
0.19792,"Bsk","high",0.79302,413.44,80.26,18.87829
0.23042,"Bsk","very high",0.79913,421.11,229.86,11.18746
0.22263,"Bsk","very high",0.79698,427.81,252.26,60.78549
0.21404,"Bsk","very low",0.80083,428.43,1057.5,217.07109
0.25965,"Bsk","very low",0.77843,439.95,329.43,112.68916
0.22651,"Dwb","very low",0.78398,439.86,43.37,91.75216
0.21873,"Dwb","very low",0.78234,443.87,27.7,21.46326
0.20505,"Dwb","very low",0.78042,447.52,81.2,24.60218
-0.01895,"Bwk","very low",-0.18139,120.98,0.28,1.37093
-0.02085,"Bwk","very low",-0.1673,119.07,0.57,0.27955
-0.0229,"Bwk","very low",-0.15749,116.89,0.22,0.11017
-0.02351,"Bwk","very low",-0.12937,108.29,0.06,0.01432
-0.01611,"Bwk","very low",-0.10665,103.35,0.18,0.09909
-0.01581,"Bwk","very low",-0.09253,102.34,0,0.02761
-0.01674,"Bwk","very low",-0.06552,96.31,0,0
-0.0188,"Bwk","very low",-0.04344,93.34,0,0
-0.01776,"Bwk","very low",-0.01624,90.39,0,0
-0.01858,"Bwk","very low",0.0126,88.86,0.22,0.04381
-0.01673,"Bwk","very low",0.03333,92.43,0.19,0.22559
-0.01711,"Bwk","very low",0.05015,98.92,0,0.29387
-0.01914,"Bwk","very low",0.06853,106.86,0,0.09318
-0.01906,"Bwk","very low",0.07637,118.74,0,0.00551
-0.01721,"Bwk","very low",0.08349,130.25,0.08,0.20324
-0.01433,"Bwk","very low",0.10926,133.48,1.02,0.2995
-0.01953,"Bwk","very low",0.10875,148.31,0.54,0.23072
-0.02027,"Bwk","very low",0.12539,155.37,0.28,0.09181
-0.0239,"Bwk","very low",0.17442,146.95,0.77,0.25402
-0.01798,"Bwk","very low",0.2199,142.85,0.01,0.17354
-0.01471,"Bwk","very low",0.23968,151.95,0,0.12401
7e-04,"Bwk","low",0.32117,136.02,0,0.19698
-0.00328,"Bwk","low",0.37584,139.6,0,0.25381
-0.00855,"Bwk","low",0.40669,162.23,0,0.25381
-0.00247,"Bwk","low",0.44278,186.12,0,0.25381
-0.01264,"Bwk","low",0.5597,169.8,0,0.42425
