"NDVIchange","Climatezone","Mining","Tempchange","Precipitation","GDP","Popdensity"
0.07465,"Bsk","low",0.13643,255.57,0,7.01875
0.11144,"Bsk","low",0.27847,428.48,31.92,8.33007
0.13825,"Bsk","low",0.28809,436.41,0,8.33007
0.12654,"Bsk","low",0.29739,444.77,0,8.12766
0.14817,"Bsk","very low",0.30911,452.22,0,9.77675
0.1591,"Bsk","very low",0.32508,457.63,0,14.05709
0.2516,"Bsk","very low",0.34118,464.01,0,14.46071
0.25377,"Bsk","very low",0.34764,472.21,8.24,14.67234
0.03518,"Bwk","low",0.32582,235.56,0,1.85837
0.21696,"Bwk","low",0.32743,230.27,0,1.46926
0.06379,"Bwk","low",0.32359,226.15,0,1.44235
0.08671,"Bwk","low",0.29543,231.89,0,1.47866
0.09631,"Bwk","low",0.28373,231.77,0,1.48338
0.05926,"Bwk","low",0.2823,227.68,0,1.24178
0.03645,"Bwk","low",0.27916,223.91,0,0.28078
-0.00268,"Bwk","low",0.29596,213.19,0.24,0.70127
0.01415,"Bwk","low",0.29512,209.61,0,1.26843
0.01974,"Bwk","low",0.2737,214.84,0,1.26843
0.01271,"Bwk","low",0.27254,211.81,0,1.26843
-0.00083,"Bwk","low",0.27286,209.11,0,1.26676
0.02175,"Bwk","low",0.25259,214.86,0,1.61677
0.04883,"Bwk","low",0.22287,225.62,0,1.96506
0.05967,"Bwk","low",0.20208,233.28,0,1.96823
0.04554,"Bwk","low",0.17065,246.62,0,1.96823
0.06229,"Bsk","low",0.13755,259.96,0,1.96823
0.05613,"Bwk","low",0.1376,258.5,0,8.23755
0.08884,"Bsk","low",0.25186,388.31,0,19.39812
0.09558,"Bsk","low",0.25871,399.68,7.5,8.49878
0.10465,"Bsk","low",0.26721,409.34,0,8.33007
0.11712,"Bsk","low",0.27568,418.46,0,8.33007
0.09235,"Bsk","low",0.28936,425.71,0,8.33007
0.11793,"Bsk","low",0.30534,432.48,0,6.9327
0.12113,"Bsk","very low",0.32474,438.21,0,5.74007
0.14044,"Bsk","very low",0.34788,442.76,0,10.36521
0.21929,"Bsk","very low",0.37294,447.04,0,14.21955
0.21545,"Bsk","very low",0.38136,456.37,8.23,14.80294
0.01005,"Bwk","low",0.35026,229.33,0,0.07007
0.02657,"Bwk","low",0.35104,222.8,0,0.23489
0.02567,"Bwk","low",0.34637,219.05,0,0.05212
0.01634,"Bwk","low",0.32927,220.49,0,0.22469
0.00617,"Bwk","low",0.31896,220.06,0,0.38878
0.00057,"Bwk","low",0.31388,217.35,0,0.00416
-0.00174,"Bwk","low",0.31581,212.44,0,0
0.01203,"Bwk","low",0.31229,210.16,0,0.04629
0.03721,"Bwk","low",0.29411,213.65,0,1.23235
0.01656,"Bwk","low",0.2843,215,0,1.26338
0.01825,"Bwk","low",0.26876,218.48,0,0.83979
0.00088,"Bwk","low",0.27149,215.09,0,0.132
0.04014,"Bwk","low",0.2479,223.18,0,1.50639
0.05953,"Bwk","low",0.23494,226.83,0,1.96823
0.15103,"Bwk","low",0.2252,229,0,1.96823
0.20501,"Bwk","low",0.20375,237.45,0,1.96823
0.0431,"Bwk","low",0.17493,249.65,0,1.96823
0.03486,"Bwk","low",0.17853,245.6,0,1.97855
0.08693,"Bsk","low",0.24143,353.01,0,19.94491
0.07972,"Bsk","low",0.24091,367.13,0,19.77624
0.0805,"Bsk","low",0.24567,378.74,0,19.77624
0.06445,"Bsk","low",0.2541,388.69,0,10.18238
0.08144,"Bsk","low",0.26407,398.14,0,8.33007
0.07466,"Bsk","low",0.27553,406.91,0,8.33007
0.07883,"Bsk","low",0.29008,415.02,0,8.33007
0.086,"Bsk","very low",0.30895,421.87,0,7.17288
0.0955,"Bsk","very low",0.33004,428.54,0,5.31574
0.0934,"Bsk","very low",0.35687,433.37,0,5.29221
0.1739,"Bsk","very low",0.38793,436.75,0,6.49649
0.11386,"Bsk","very low",0.41522,441.96,2.83,12.41035
0.19073,"Bsk","very low",0.47538,449.19,4.67,15.19098
0.02354,"Bwk","low",0.36584,239.73,0,0.02753
0.00499,"Bwk","low",0.36443,234.74,0,0.90848
-0.00086,"Bwk","low",0.37052,226.68,0,0.03499
0.00044,"Bwk","low",0.37466,219.77,0,0.00442
0.00842,"Bwk","low",0.37174,215.12,0,0
0.00711,"Bwk","low",0.36608,212.12,0,0
0.0065,"Bwk","low",0.36011,209.65,0,0
0.01265,"Bwk","low",0.35249,207.75,0,0
-0.00038,"Bwk","low",0.34522,206.92,0,0
0.00039,"Bwk","low",0.33722,206.05,0,0.11475
0.03296,"Bwk","low",0.33933,201.73,0,0.24402
0.02919,"Bwk","low",0.33668,199.57,0,0.59328
-0.00206,"Bwk","low",0.31342,206.49,0,0.29441
0.00484,"Bwk","low",0.29938,209.7,0,0
-0.00316,"Bwk","low",0.29503,209.55,0,0.01414
0.00895,"Bwk","low",0.27993,213.57,0,1.63285
0.04157,"Bwk","low",0.28138,211.13,0,1.96823
0.06421,"Bwk","low",0.27659,212.19,11.89,1.96823
0.10517,"Bwk","low",0.24242,227.03,0,1.96823
0.04061,"Bwk","low",0.19888,245.57,24.69,1.97428
0.01298,"Bwk","low",0.21538,237,0,2.3479
0.01664,"Bwk","low",0.23989,225.53,0.92,23.38123
0.11798,"Bsk","low",0.21817,339.02,0,20.53532
0.11317,"Bsk","low",0.23319,344.49,0,19.77624
0.0681,"Bsk","low",0.23129,358.39,0,19.77624
0.0769,"Bsk","low",0.23671,369.57,4.42,19.77624
0.06546,"Bsk","low",0.24468,379.83,6.52,10.69989
0.05393,"Bsk","low",0.25398,389.63,0,5.24294
0.07573,"Bsk","low",0.26776,397.9,0,4.56432
0.08527,"Bsk","low",0.2854,406.09,0,3.44427
0.06426,"Bsk","low",0.30398,414.17,0,3.02301
0.09672,"Bsk","very low",0.32948,420.38,0,3.85603
0.09485,"Bsk","very low",0.35688,426.4,0,5.29221
0.08864,"Bsk","very low",0.40115,426.81,0,5.56681
0.07478,"Bsk","very low",0.43256,432.7,0,12.93839
0.13337,"Bsk","very low",0.47179,436.23,0.51,14.46071
0.12132,"Bsk","very low",0.50697,440.85,8.4,14.48381
-0.00034,"Bwk","low",0.39064,228.72,0,6e-04
-0.01085,"Bwk","low",0.39817,220.37,0,0.01285
-0.0038,"Bwk","low",0.40288,213.14,0,0.05857
0.00338,"Bwk","low",0.40095,208.68,0,0.03097
-0.00395,"Bwk","low",0.39643,205.18,0,0
-0.00445,"Bwk","low",0.3869,204.04,0,0
0.01776,"Bwk","low",0.37772,203.07,0,0.00152
-0.00057,"Bwk","low",0.37674,199.67,0,0.00113
0.00075,"Bwk","low",0.36983,198.95,0,0.01184
0.01968,"Bwk","low",0.36116,198.97,0,0.30829
0.0145,"Bwk","low",0.35655,198.43,0,0.43826
-0.00097,"Bwk","low",0.35863,194.53,0,0.16274
-0.00768,"Bwk","low",0.35623,192.77,0,0.21185
-0.00651,"Bwk","low",0.34779,194.04,0,0.16011
-0.00402,"Bwk","low",0.34165,195.08,0,1.10637
0.02075,"Bwk","low",0.33245,197.64,0,1.96823
0.03914,"Bwk","low",0.31555,204.36,0,1.96823
0.05946,"Bwk","low",0.2884,215.72,0,1.96823
0.04262,"Bwk","low",0.25893,227.07,0,1.96823
0.00493,"Bwk","low",0.22309,242.65,0,2.28865
0.01302,"Bwk","low",0.24192,232.15,0.04,2.53535
0.04692,"Bsk","low",0.15933,341.19,0,19.27108
0.18131,"Bsk","low",0.20373,333.17,235.22,19.76411
0.08605,"Bsk","low",0.21815,339,0,19.77624
0.06083,"Bsk","low",0.22424,348.12,0,19.77624
0.04327,"Bsk","low",0.22876,358.97,0,16.67585
0.05819,"Bsk","low",0.23495,369.92,0,2.05283
0.07271,"Bsk","low",0.24656,379.36,0.21,1.69291
0.07808,"Bsk","low",0.25667,389.79,0,1.69291
0.07662,"Bsk","low",0.27404,398.49,0,1.69291
0.11015,"Bsk","low",0.29592,407.51,0,1.69291
0.12587,"Bsk","very low",0.32652,412.42,0,2.9307
0.08983,"Bsk","very low",0.3629,416.68,0,5.29221
0.0789,"Bsk","very low",0.4047,420.35,0,9.05769
0.16582,"Bsk","very low",0.44348,425.9,0,14.46071
0.13174,"Bsk","very low",0.47626,434.31,5.08,14.46071
-0.01001,"Bwk","low",0.41478,216.57,0,0.00052
-0.00969,"Bwk","low",0.41608,210.75,0,0.04465
0.00403,"Bwk","low",0.41482,206.18,0,0.09298
0.00165,"Bwk","low",0.41235,202.41,0,0.09281
-0.00461,"Bwk","low",0.40778,199.49,0,0.02931
-0.0081,"Bwk","low",0.4006,198.13,0,0
-0.00665,"Bwk","low",0.38892,198.5,0,0
-0.0144,"Bwk","low",0.39197,194.1,0,0.00705
-0.00725,"Bwk","low",0.39046,191.73,0,0.07695
0.00079,"Bwk","low",0.38249,192.46,0,0.09298
-0.00811,"Bwk","low",0.37828,192.52,0,0.09298
-0.00396,"Bwk","low",0.38506,187.15,0,0.09484
-0.00834,"Bwk","low",0.38363,186.19,0,1.09912
0.0062,"Bwk","low",0.37864,186.84,0,1.96823
-0.00526,"Bwk","low",0.36667,190.49,0,1.96823
0.0075,"Bwk","low",0.35283,195.39,0,1.96823
0.04224,"Bwk","low",0.33159,204.23,0,1.96823
0.01312,"Bwk","low",0.28923,222.54,0,1.96823
0.00997,"Bwk","low",0.2614,234.32,0,2.07537
0.00832,"Bwk","low",0.25403,236.94,0,2.52769
0.00292,"Bwk","low",0.27188,228.09,0,2.53535
0.08349,"Bsk","low",0.20954,278.45,0,5.77801
0.07738,"Bsk","low",0.19325,292.79,0,4.43683
0.01958,"Bsk","low",0.1741,309.43,0,5.67517
0.03098,"Bsk","low",0.16059,324.22,0,18.25286
0.05015,"Bsk","low",0.165,329.7,0,19.77624
0.13482,"Bsk","low",0.19731,325.38,5.77,19.77624
0.08449,"Bsk","low",0.21793,327.03,0,19.77624
0.0477,"Bsk","low",0.21878,337.8,0,18.8624
0.05216,"Bsk","low",0.21849,350.13,0,8.26839
0.05714,"Bsk","low",0.21948,363.12,3.83,1.69291
0.07191,"Bsk","low",0.232,372.3,27.05,1.69291
0.09797,"Bsk","low",0.24513,382.16,0,1.69291
0.10206,"Bsk","low",0.27158,388.11,0,1.69291
0.10486,"Bsk","low",0.29949,395.28,0,1.69291
0.08538,"Bsk","very low",0.33339,400.91,0,2.85903
0.07187,"Bsk","very low",0.36838,407.52,0,5.29221
0.0739,"Bsk","very low",0.40842,413.61,0,5.7231
0.0756,"Bsk","very low",0.44293,423.54,0,10.63792
0.12493,"Bsk","very low",0.48077,431.89,2.06,15.82692
-0.00859,"Bwk","low",0.4226,203.8,0,0.15437
0.00203,"Bwk","low",0.4222,199.18,0,0.09298
-0.0011,"Bwk","low",0.42235,195.12,0,0.08978
-0.00542,"Bwk","low",0.42157,191.64,0,0.02061
-0.0087,"Bwk","low",0.42193,188.39,0,0.02742
-0.01138,"Bwk","low",0.41367,187.97,0,0.03515
-0.00503,"Bwk","low",0.41371,185.2,0,0.08128
0.00479,"Bwk","low",0.41189,183.52,0,0.09298
0.00202,"Bwk","low",0.41161,181.78,0,0.09298
-7e-04,"Bwk","low",0.41049,180.71,0,0.09298
-0.00269,"Bwk","low",0.40986,179.82,0,0.09298
-0.00883,"Bwk","low",0.40843,179.52,0,0.09479
-0.00549,"Bwk","low",0.39929,182.6,0,0.89999
-0.01132,"Bwk","low",0.3867,187.01,0,1.94239
-0.00936,"Bwk","low",0.37451,191.88,0,1.96823
0.00407,"Bwk","low",0.35712,199.54,0,1.96823
0.00868,"Bwk","low",0.3199,216.36,0,1.9809
0.00849,"Bwk","low",0.30009,225.65,0,2.43488
0.0049,"Bwk","low",0.27897,235.2,0,2.53535
0.01198,"Bsk","low",0.27193,237.14,0,2.53535
0.01355,"Bsk","low",0.24391,251.87,0,6.92935
0.06536,"Bsk","low",0.26927,242.84,15.03,10.13021
0.16022,"Bsk","low",0.24053,258.3,5.85,4.16837
0.10839,"Bsk","low",0.2185,272.44,0,4.43683
0.05303,"Bsk","low",0.20231,284.9,0,4.43683
0.04832,"Bsk","low",0.18278,300.07,22.26,4.43683
0.04011,"Bsk","low",0.16186,316.42,0.44,6.23692
0.01666,"Bsk","low",0.15298,327.32,0,14.83867
0.01066,"Bsk","low",0.18522,320.05,0,19.76226
0.02359,"Bsk","low",0.21237,317.22,0,16.5159
0.03719,"Bsk","low",0.20975,328.95,0,4.57956
0.04574,"Bsk","low",0.20822,341.31,0,1.69291
0.04022,"Bsk","low",0.20537,356,0,1.69291
0.06229,"Bsk","low",0.21849,365.27,0,1.69291
0.08493,"Bsk","low",0.23035,375.78,0,1.69291
0.09058,"Bsk","low",0.26435,379.83,0,1.69291
0.0718,"Bsk","low",0.29953,384.44,0,1.69291
0.07183,"Bsk","low",0.332,392.64,0,2.39194
0.11402,"Bsk","very low",0.37235,398.92,53.88,5.29221
0.10784,"Bsk","very low",0.40947,408.09,0,5.29221
0.05248,"Bsk","very low",0.43864,422.41,0,5.50683
0.08345,"Bsk","very low",0.48239,428.26,0.05,23.59609
0.08689,"Bsk","very low",0.54181,428.42,5.74,24.02072
0.02503,"Bwk","low",0.43064,190.71,0,0.09298
0.00014,"Bwk","low",0.43074,187.19,0,0.07145
-0.00178,"Bwk","low",0.43188,183.78,3.71,0.063
0.01547,"Bwk","low",0.4331,180.59,0,0.09298
-0.00665,"Bwk","low",0.429,179.61,0,0.09298
-0.00405,"Bwk","low",0.42679,178.55,0,0.09298
0.00751,"Bwk","low",0.42641,177.11,0,0.09298
0.0049,"Bwk","low",0.42701,175.9,0,0.09298
-0.00234,"Bwk","low",0.42605,175.55,0,0.09298
-0.00489,"Bwk","low",0.42103,176.64,0,0.09298
-0.00672,"Bwk","low",0.423,176.15,0,0.09298
-0.00352,"Bwk","low",0.41586,179.25,0.75,0.09298
-0.01164,"Bwk","low",0.40743,182.94,0,0.86997
-0.01624,"Bwk","low",0.39355,189,0,1.96174
-0.01589,"Bwk","low",0.38474,193.14,0,1.96823
-0.00437,"Bwk","low",0.3747,198.74,0,2.23532
0.00648,"Bwk","low",0.35871,206.76,0,2.53535
0.00317,"Bwk","low",0.3409,214.87,0,2.53535
0.02133,"Bwk","low",0.29319,237.49,1.15,2.53535
0.03517,"Bsk","low",0.20568,275.7,0,2.7283
0.08077,"Bwk","low",0.28695,235.92,1.32,2.807
0.04992,"Bsk","low",0.25561,251.9,0,1.56746
0.02892,"Bsk","low",0.23184,264.56,0,2.71929
0.0574,"Bsk","low",0.21192,277.01,0,4.34698
0.00912,"Bsk","low",0.19208,290.2,0,4.43683
0.00369,"Bsk","low",0.17267,304.11,0,4.43683
0.02788,"Bsk","low",0.16124,315.02,0,4.43683
0.0018,"Bsk","low",0.17857,313.28,0,7.19725
0.01704,"Bsk","low",0.20784,307.78,0,2.48758
0.03084,"Bsk","low",0.20773,316.93,8.5,1.69291
0.03471,"Bsk","low",0.20146,330.8,0,1.69291
0.0197,"Bsk","low",0.19876,345.39,0,1.69291
0.05697,"Bsk","low",0.20845,356.79,0,1.69291
0.06965,"Bsk","low",0.22717,364.57,0,1.69291
0.06913,"Bsk","low",0.26194,368.54,0,1.69296
0.07552,"Bsk","low",0.29423,376.05,0,1.75246
0.09434,"Bsk","low",0.3315,384.16,0,2.91933
0.10506,"Bsk","very low",0.36664,394.29,0,5.29221
0.10368,"Bsk","very low",0.402,406.06,0,5.29221
0.06172,"Bsk","very low",0.43402,421.55,0,9.71501
0.13513,"Bsk","very low",0.4996,420.81,0,25.29694
0.14251,"Bsk","very low",0.5555,425.87,1.63,25.21186
0.00542,"Bwk","low",0.43092,185.82,0,0.17533
0.01748,"Bwk","low",0.43303,183.2,0,0.09298
0.00545,"Bwk","low",0.43258,180.93,0,0.09298
0.00298,"Bwk","low",0.43241,178.59,0,0.09298
0.00159,"Bwk","low",0.43518,175.82,0,0.09298
0.004,"Bwk","low",0.43604,173.96,0,0.09298
-0.00222,"Bwk","low",0.43579,172.83,0,0.09298
0.01057,"Bwk","low",0.43776,171.44,0,0.09298
0.00818,"Bwk","low",0.43913,170.68,0,0.09298
-0.00053,"Bwk","low",0.43955,170.57,0,0.09298
-0.00721,"Bwk","low",0.43794,171.69,0,0.09298
-0.00903,"Bwk","low",0.42985,174.94,0,0.09298
-0.00757,"Bwk","low",0.42907,176.29,0,0.09298
-0.00841,"Bwk","low",0.42181,180.4,0,0.09298
-0.01104,"Bwk","low",0.41248,185.76,0,0.82941
-0.01255,"Bwk","low",0.41369,186.98,0,2.22844
-0.01278,"Bwk","low",0.41921,185.98,0,2.53041
-0.00628,"Bwk","low",0.41453,189.24,0,2.53535
0.0331,"Bwk","low",0.40217,195.09,0,2.53535
0.06029,"Bwk","low",0.35991,214.4,0,2.53535
0.04641,"Bsk","low",0.22847,275.51,0,2.81894
0.0152,"Bsk","low",0.27553,242.82,0,3.46238
0.00855,"Bsk","low",0.24669,256.68,0,1.09598
0.02469,"Bsk","low",0.22496,268.02,0,1.94739
0.03814,"Bsk","low",0.21023,277.23,0,4.43683
0.01566,"Bsk","low",0.19494,287.19,8.98,4.43683
-0.001,"Bsk","low",0.18038,297.83,7.23,4.43683
-0.03511,"Bsk","low",0.18248,300.83,26.75,4.41338
0.02149,"Bsk","low",0.20551,296.78,0,1.90828
0.024,"Bsk","low",0.20433,305.68,0,1.69291
0.05827,"Bsk","low",0.19042,322.3,0,1.69291
0.07156,"Bsk","low",0.18641,336.96,0,1.69291
0.08303,"Bsk","low",0.20393,344.67,0,1.69291
0.08266,"Bsk","medium",0.22512,352.68,0,1.69725
0.06594,"Bsk","medium",0.25453,360.52,0,1.81474
0.08158,"Bsk","medium",0.29335,366.84,11.96,1.91914
0.07898,"Bsk","medium",0.33153,375.56,0,2.32611
0.09188,"Bsk","very low",0.36875,387.16,0,6.10652
0.06655,"Bsk","very low",0.40763,399.44,0,15.42236
0.1071,"Bsk","very low",0.43979,416.88,479.99,24.38718
0.13105,"Bsk","very low",0.50712,416.33,0,25.29694
0.1134,"Bsk","very low",0.56015,424.74,0,25.29694
0.11677,"Bsk","very low",0.60734,436.29,0,21.57474
-0.00153,"Bwk","low",0.42961,180.22,0,0.1995
-0.00628,"Bwk","low",0.43009,177.68,0,0.08671
-0.00435,"Bwk","low",0.43421,173.56,0,0.04862
0.00165,"Bwk","low",0.4368,171.04,0,0.03145
-0.00444,"Bwk","low",0.43841,169.3,0,0.07186
-0.0032,"Bwk","low",0.44181,167.38,0,0.09298
-0.00492,"Bwk","low",0.44487,166.16,0,0.09298
0.01472,"Bwk","low",0.44752,165.29,0,0.09298
0.00139,"Bwk","low",0.45073,164.64,0,0.09298
-0.00429,"Bwk","low",0.45035,165.65,0,0.09298
-0.01147,"Bwk","low",0.44435,168.84,0,0.09298
-0.01398,"Bwk","low",0.44396,170.68,0,0.09298
-0.01477,"Bwk","low",0.43602,175.64,0,0.09298
-0.01021,"Bwk","low",0.44123,175.83,0,0.09298
-0.00986,"Bwk","low",0.43296,181.29,0,10.00086
-0.0104,"Bwk","low",0.43858,181.34,0,21.90915
0.00409,"Bwk","low",0.4466,180.01,9.89,5.68889
-0.00454,"Bwk","low",0.44393,183.26,0,2.53535
0.08449,"Bwk","low",0.43247,189.27,0,2.53535
0.21501,"Bwk","low",0.40386,203.37,0,2.53535
0.04105,"Bsk","low",0.25949,272.21,5.51,2.53535
-0.00746,"Bwk","low",0.30491,230.15,0,11.50857
-0.01752,"Bwk","low",0.27557,242.53,0,0.06705
0.0045,"Bsk","low",0.25114,253.39,0,0.9946
-0.00132,"Bsk","low",0.22546,265.02,0,4.43683
-0.00629,"Bsk","low",0.21403,272.96,0,4.43683
-0.02052,"Bsk","low",0.18904,285.26,0,4.43683
-0.04815,"Bsk","low",0.17768,293.3,0,4.43683
-0.00939,"Bsk","low",0.19401,291.19,0,2.57343
0.03679,"Bsk","low",0.1937,297.99,0,1.69291
0.09345,"Bsk","low",0.18192,312.51,0,1.69291
0.06822,"Bsk","low",0.18362,324.53,0,1.69291
0.06865,"Bsk","low",0.19569,334.62,0.07,1.71286
0.06239,"Bsk","medium",0.21493,343.56,0,2.38838
0.08122,"Bsk","medium",0.25677,347.51,0,1.91914
0.07772,"Bsk","medium",0.29638,354.87,38.21,1.91914
0.07642,"Bsk","medium",0.33219,367.14,0,1.91914
0.07837,"Bsk","very low",0.37355,379.1,0,22.78037
0.09212,"Bsk","very low",0.41756,391.61,0,25.29694
0.10636,"Bsk","very low",0.45944,405.83,1.29,25.29694
0.11525,"Bsk","very low",0.51813,411.83,0,25.29694
0.09779,"Bsk","very low",0.57132,422.07,0,23.2639
0.06231,"Bsk","very low",0.62244,433.59,0,10.28438
0.13756,"Bsk","very low",0.67679,439.88,0.56,9.53418
0.21876,"Bsk","very low",0.72681,444.63,2.11,13.30735
-0.01115,"Bwk","low",0.44007,163.03,0,0
-0.00506,"Bwk","low",0.44324,161.65,0,0.06021
-0.00107,"Bwk","low",0.44894,159.86,0,0.09298
0.01496,"Bwk","low",0.45185,159.3,0,0.09298
-0.00135,"Bwk","low",0.45394,159.63,0,0.09298
-0.0022,"Bwk","low",0.45669,160.02,0,0.09298
-0.01025,"Bwk","low",0.45607,162.09,0,0.09298
-0.01433,"Bwk","low",0.4557,164.33,0,0.09298
-0.01328,"Bwk","low",0.45351,167.45,0,0.09298
-0.00796,"Bwk","low",0.45056,171.42,0,0.09298
-0.01257,"Bwk","low",0.44926,174.82,0,2.00105
-0.00393,"Bwk","low",0.44718,178.26,0,30.37993
-0.00585,"Bwk","low",0.45738,177.52,0,28.24568
-0.0021,"Bwk","low",0.46368,177.67,0,29.46827
-0.00699,"Bwk","low",0.46426,180.63,0,14.47476
0.06569,"Bwk","low",0.4537,187.19,40.09,2.73135
0.0796,"Bwk","low",0.41705,205.87,0,2.53535
0.08185,"Bsk","low",0.26005,274.47,0,6.67269
0.01473,"Bwk","low",0.33069,218.84,0,14.06014
0.03216,"Bwk","low",0.3037,228.55,0,1.52241
-0.01138,"Bsk","low",0.28081,237.2,0,2.21962
-0.01183,"Bsk","low",0.24715,251.4,0,4.43683
-0.00376,"Bsk","low",0.22747,259.95,0,7.08701
-0.00655,"Bsk","low",0.20017,273.03,0,13.96919
-0.04568,"Bsk","medium",0.1752,286.56,0,21.9224
-0.03394,"Bsk","medium",0.18116,286.46,0,20.45387
0.00365,"Bsk","low",0.18362,291.12,0,5.90008
0.04364,"Bsk","low",0.18505,298.23,0,1.70176
0.06341,"Bsk","medium",0.18423,310.57,0,1.69291
0.05904,"Bsk","medium",0.18767,325.23,0,3.30283
0.05264,"Bsk","medium",0.19532,339.98,0,3.40186
0.07192,"Bsk","medium",0.24405,341.7,0,1.91914
0.07073,"Bsk","medium",0.28718,349.21,0,1.91914
0.04023,"Bsk","medium",0.32474,363.78,0,1.91914
0.07925,"Bsk","very low",0.37475,374.68,0,18.64583
0.08734,"Bsk","very low",0.42489,386.54,0.27,25.29694
0.09837,"Bsk","very low",0.47668,398.69,0,25.29694
0.08757,"Bsk","very low",0.53359,407.68,11.55,25.29694
0.07428,"Bsk","very low",0.58431,420.88,0,12.76734
0.11878,"Bsk","very low",0.62755,436.05,0,9.26401
0.13101,"Bsk","very low",0.70197,433.55,0,9.26401
0.10076,"Bsk","very low",0.73788,443.87,0.33,9.3669
-0.00126,"Bwk","low",0.44364,155.52,0,0.08986
-0.00398,"Bwk","low",0.45023,154.25,0,0.09298
0.00393,"Bwk","low",0.45201,154.8,0,0.09298
0.00101,"Bwk","low",0.45273,156.2,0,0.09298
-0.00516,"Bwk","low",0.4554,157.71,0,0.08717
-0.01352,"Bwk","low",0.45294,160.95,0,0.09298
-0.01132,"Bwk","low",0.45076,165.16,0,0.09298
-0.01193,"Bwk","low",0.45269,166.93,0,0.09298
-0.00782,"Bwk","low",0.45579,169.8,0,0.09298
-0.00605,"Bwk","low",0.45815,172.03,0,19.49242
-0.00836,"Bwk","low",0.46515,174.15,0,33.07464
-0.00072,"Bwk","low",0.47065,175.23,0,10.43276
-0.00976,"Bwk","low",0.4749,177.42,0,16.6164
0.01165,"Bwk","low",0.47675,180.28,0,33.07464
0.03609,"Bwk","low",0.46423,189.09,0,25.48116
0.06708,"Bwk","low",0.43088,205.94,0,25.30614
0.06668,"Bsk","low",0.31795,257.83,0,32.77007
0.19155,"Bsk","low",0.11981,345.9,1.05,33.20156
0.01921,"Bwk","low",0.33966,212.62,0,0.56322
0.00595,"Bwk","low",0.3064,225.27,0,3.51194
0.01701,"Bsk","medium",0.28261,233.2,0,17.25556
-0.01289,"Bsk","medium",0.26282,241.27,0,25.84437
-0.01892,"Bsk","medium",0.22237,258.22,0,26.56778
-0.00493,"Bsk","medium",0.20729,262.88,0,26.56778
-0.0165,"Bsk","medium",0.21134,263.02,0,26.56778
0.00679,"Bsk","medium",0.19522,275.03,0,12.00736
0.02313,"Bsk","medium",0.19262,283.54,0,5.40305
0.05696,"Bsk","medium",0.18496,297.76,0,5.26062
0.05241,"Bsk","medium",0.181,315.28,0.58,6.93747
0.06322,"Bsk","medium",0.18655,332.22,0,3.18426
0.09466,"Bsk","medium",0.22835,338.27,0,1.91914
0.08824,"Bsk","medium",0.28201,343.01,0,1.91914
0.05798,"Bsk","medium",0.31552,360.74,0,1.91914
0.09507,"Bsk","very low",0.39081,363.3,0,13.62578
0.03401,"Bsk","very low",0.43336,382.09,0,25.29694
0.09158,"Bsk","very low",0.49995,390.47,0,25.29694
0.08689,"Bsk","very low",0.55867,401.28,112.02,25.29297
0.09145,"Bsk","very low",0.60694,414.62,0,10.39752
0.12951,"Bsk","very low",0.66312,423.88,0,9.26401
0.09448,"Bsk","very low",0.72128,428.81,1.17,9.26401
0.05658,"Bsk","very low",0.75112,441.25,8.89,10.10817
0.08859,"Bsk","very low",0.77011,452.4,7.59,12.1011
0.00231,"Bwk","low",0.4416,150.18,0,0.36526
