H1N1,temp,prec,humi,popd,gdpd,rdds,sensepop,urbanpop,medicost,Georegion
1.45,22.396,2507.26,58.2538,485.77,1.6696,42.35,23.9246,67.76,64.8081,"S"
1.09,20.134,1667.304,38.3422,65,0.2348,10.24,28.0352,40.48,77.7068,"W"
1.09,21.92,1902.089,45.6124,46.06,0.1136,17.3,28.0352,40.48,77.7068,"W"
2.04,21.005,1876.022,9.6884,104.05,0.3889,19.81,30.7623,44.81,73.333,"W"
2.04,20.871,2201.229,28.0955,73.12,0.3233,13.38,30.7623,44.81,73.333,"W"
2.04,21.313,2436.72,43.0416,142.02,0.5944,15.29,30.7623,44.81,73.333,"W"
2.04,22.309,2460.268,68.223,306.88,1.116,38.2,30.7623,44.81,73.333,"W"
2.04,22.165,2439.663,45.9882,162.29,0.6156,17.6,30.7623,44.81,73.333,"W"
2.04,22,2389.97,44.0492,300.25,1.1294,14.9,30.7623,44.81,73.333,"W"
2.04,21.912,2345.288,49.6476,394.04,1.6231,20.26,30.7623,44.81,73.333,"W"
1.45,22.063,2322.037,46.766,396.74,1.9912,27.07,23.9246,67.76,64.8081,"S"
1.45,21.532,2384.35,44.9044,450.94,1.3354,38.54,23.9246,67.76,64.8081,"S"
1.45,21.623,2505.873,76.585,193.07,1.0275,39.53,23.9246,67.76,64.8081,"S"
1.45,22.116,2560.654,94.9056,468.8,1.8176,60.17,23.9246,67.76,64.8081,"S"
1.45,22.277,2520.721,88.7514,267.74,0.8997,41.55,23.9246,67.76,64.8081,"S"
1.45,22.25,2473.674,67.9925,368.17,1.435,66.57,23.9246,67.76,64.8081,"S"
1.09,20.18,1605.814,54.9567,36.71,0.1696,10.37,28.0352,40.48,77.7068,"W"
1.09,20.227,1604.706,43.9267,100.33,0.2209,14.79,28.0352,40.48,77.7068,"W"
1.09,22.207,1684.322,27.185,101.75,0.3255,27.22,28.0352,40.48,77.7068,"W"
1.09,21.406,1919.817,71.5004,20.12,0.032,9.33,28.0352,40.48,77.7068,"W"
2.04,21.42,1414.062,15.1272,121.07,0.4684,26.01,30.7623,44.81,73.333,"W"
2.04,21.501,1508.312,7.6794,105.31,0.368,22.57,30.7623,44.81,73.333,"W"
2.04,21.596,1726.26,7.9134,110.89,0.5074,21.84,30.7623,44.81,73.333,"W"
2.04,21.613,1975.886,16.4112,133.26,0.4502,19.4,30.7623,44.81,73.333,"W"
2.04,21.801,2133.616,27.903,210.89,0.7445,17.82,30.7623,44.81,73.333,"W"
2.04,21.833,2208.56,30.4168,398.61,1.7313,24.09,30.7623,44.81,73.333,"W"
2.04,21.14,2259.733,37.3603,272.83,1.0941,20.1,30.7623,44.81,73.333,"W"
2.04,21.437,2259.15,49.5949,724.87,3.0509,41.35,30.7623,44.81,73.333,"W"
2.04,20.982,2270.522,49.4587,355.3,1.2339,22.95,30.7623,44.81,73.333,"W"
1.45,20.029,2298.659,49.2009,328.81,1.4616,35.53,23.9246,67.76,64.8081,"S"
1.45,20.476,2325.549,54.9063,247.43,1.0428,21.48,23.9246,67.76,64.8081,"S"
1.45,21.227,2349.798,72.2351,241.11,1.1012,26.4,23.9246,67.76,64.8081,"S"
1.45,22.052,2310.767,70.8587,403.44,2.2752,72.74,23.9246,67.76,64.8081,"S"
1.45,22.29,2304.794,54.5119,1226.45,4.7537,163.61,23.9246,67.76,64.8081,"S"
1.45,22.502,2348.622,53.1419,1927.55,12.0554,261.13,23.9246,67.76,64.8081,"S"
1.09,20.598,1657.581,61.8456,74,0.2377,27.11,28.0352,40.48,77.7068,"W"
1.09,19.597,1594.264,73.3266,75.28,0.2011,14.03,28.0352,40.48,77.7068,"W"
1.09,20.489,1546.424,57.6211,32.56,0.1006,9.8,28.0352,40.48,77.7068,"W"
1.09,20.729,1643.226,63.4646,77.3,0.3691,23.93,28.0352,40.48,77.7068,"W"
1.09,20.586,1840.254,89.237,31.21,0.0609,12.33,28.0352,40.48,77.7068,"W"
1.09,21.198,1969.618,136.6312,36.61,0.11,15.56,28.0352,40.48,77.7068,"W"
1.09,21.322,1922.559,134.3493,41.45,0.1652,18.08,28.0352,40.48,77.7068,"W"
1.09,20.15,1868.16,131.8277,89.07,0.3873,14.31,28.0352,40.48,77.7068,"W"
1.09,19.603,1802.324,155.5958,132.3,0.3959,25.62,28.0352,40.48,77.7068,"W"
1.09,21.621,1504.978,111.9271,68.86,0.1737,30.19,28.0352,40.48,77.7068,"W"
2.04,20.729,1359.947,20.7782,127.5,0.4635,18.8,30.7623,44.81,73.333,"W"
2.04,21.295,1486.311,10.5929,104.66,0.4532,13.92,30.7623,44.81,73.333,"W"
2.04,21.859,1655.199,9.9961,1109.73,4.5682,85.99,30.7623,44.81,73.333,"W"
2.04,21.513,1830.772,15.4754,223.64,0.822,40.36,30.7623,44.81,73.333,"W"
2.04,21.528,1958.836,22.8418,244.68,0.9244,29.15,30.7623,44.81,73.333,"W"
2.04,21.671,2060.046,23.1222,430.53,2.0011,38.74,30.7623,44.81,73.333,"W"
2.04,21.017,2146.779,35.5968,416.4,1.4907,32.24,30.7623,44.81,73.333,"W"
2.04,20.976,2175.368,39.336,340.52,1.0917,30.21,30.7623,44.81,73.333,"W"
2.04,20.621,2167.959,34.4128,289.51,1.056,27.32,30.7623,44.81,73.333,"W"
1.45,21.087,2078.962,29.4535,336.51,1.3761,37.46,23.9246,67.76,64.8081,"S"
1.45,21.164,2056.169,40.9194,314.52,1.2143,50.25,23.9246,67.76,64.8081,"S"
1.45,21.743,2043.539,43.0139,591.44,2.4567,73.93,23.9246,67.76,64.8081,"S"
1.45,22.188,2092.128,40.1226,3086.44,18.9695,368.86,23.9246,67.76,64.8081,"S"
1.45,22.453,2162.748,41.2647,3870.96,13.3406,428.45,23.9246,67.76,64.8081,"S"
1.45,22.498,2327.012,51.9719,4196.8,12.9972,447.95,23.9246,67.76,64.8081,"S"
1.45,22.571,2479.97,55.5469,1410.46,6.0841,163.95,23.9246,67.76,64.8081,"S"
1.45,22.438,2589.945,61.7719,410.67,1.0849,38.18,23.9246,67.76,64.8081,"S"
1.45,23.355,2589.756,70.2116,1034.22,3.0328,69.68,23.9246,67.76,64.8081,"S"
1.45,23.766,2514.725,67.7119,939.6,3.5263,61.88,23.9246,67.76,64.8081,"S"
1.09,18.472,1564.779,51.7797,67.94,0.1982,15.55,28.0352,40.48,77.7068,"W"
1.09,20.813,1428.273,52.9829,34.8,0.0956,6.23,28.0352,40.48,77.7068,"W"
1.09,20.428,1468.186,63.8836,79.8,0.1582,15.37,28.0352,40.48,77.7068,"W"
1.09,19.801,1577.946,75.2928,39.16,0.1346,14.21,28.0352,40.48,77.7068,"W"
1.09,20.184,1605.226,70.858,66.08,0.2423,19.51,28.0352,40.48,77.7068,"W"
1.09,18.222,1585.64,105.2911,135.57,0.4545,26.58,28.0352,40.48,77.7068,"W"
1.09,20.053,1453.083,84.7493,151.74,0.4047,27.47,28.0352,40.48,77.7068,"W"
1.09,18.983,1431.242,65.5239,250.97,0.885,48.87,28.0352,40.48,77.7068,"W"
1.09,17.813,1353.263,73.4925,94.48,0.1603,18.53,28.0352,40.48,77.7068,"W"
1.09,17.33,1288.25,39.6316,186.37,0.6028,32.9,28.0352,40.48,77.7068,"W"
1.09,18.488,1218.052,34.6633,154.53,0.428,32.35,28.0352,40.48,77.7068,"W"
2.04,19.107,1222.941,43.9484,78.99,0.2379,20.6,30.7623,44.81,73.333,"W"
2.04,18.949,1271.259,53.2485,136.18,0.6183,18.49,30.7623,44.81,73.333,"W"
2.04,19.559,1305.583,47.0731,141.94,0.4859,18.27,30.7623,44.81,73.333,"W"
2.04,20.739,1328.885,23.4821,127.01,0.4533,14.59,30.7623,44.81,73.333,"W"
2.04,21.263,1399.89,11.6767,185.19,0.7856,27.37,30.7623,44.81,73.333,"W"
2.04,21.582,1503.075,18.7389,197.18,0.8096,30.29,30.7623,44.81,73.333,"W"
2.04,20.752,1646.914,33.8204,261.76,1.1483,22,30.7623,44.81,73.333,"W"
2.04,21.452,1734.449,26.5245,247.48,0.8823,23.21,30.7623,44.81,73.333,"W"
2.04,21.29,1885.955,17.0133,367.43,1.0981,18.64,30.7623,44.81,73.333,"W"
2.04,21.334,2002.721,37.7114,438.81,1.775,15.89,30.7623,44.81,73.333,"W"
2.04,21.432,2055.574,33.2638,402.98,1.4829,19.37,30.7623,44.81,73.333,"W"
2.04,21.29,2051.719,32.086,363.93,1.5694,30.5,30.7623,44.81,73.333,"W"
1.45,21.241,1990.543,35.6813,238.09,0.7676,37.81,23.9246,67.76,64.8081,"S"
1.45,20.656,1966.533,42.5147,166.36,0.5423,21.18,23.9246,67.76,64.8081,"S"
1.45,21.263,1962.401,49.9887,307.67,1.3554,46.44,23.9246,67.76,64.8081,"S"
1.45,21.927,2009.532,52.6568,1929.5,7.3093,245.12,23.9246,67.76,64.8081,"S"
1.45,21.881,2101.765,55.0687,2363.81,3.9057,238.11,23.9246,67.76,64.8081,"S"
1.45,21.886,2249.662,63.5189,623.54,1.7422,100,23.9246,67.76,64.8081,"S"
1.45,22.222,2414.322,64.1794,532.04,1.2333,67.33,23.9246,67.76,64.8081,"S"
1.45,21.83,2550.223,65.6244,101.07,0.3899,18.33,23.9246,67.76,64.8081,"S"
1.45,21.912,2561.006,70.1652,239.56,0.9101,25.12,23.9246,67.76,64.8081,"S"
1.45,22.854,2452.625,73.2251,752.31,3.9188,54.37,23.9246,67.76,64.8081,"S"
1.45,23.615,2323.971,61.6668,2446.77,10.643,112.29,23.9246,67.76,64.8081,"S"
1.09,18.884,1595.958,35.7075,91.32,0.2596,22.21,28.0352,40.48,77.7068,"W"
1.09,18.758,1444.967,20.7902,78.69,0.2678,20.43,28.0352,40.48,77.7068,"W"
1.09,20.118,1300.228,37.7689,45.72,0.112,12.89,28.0352,40.48,77.7068,"W"
1.09,19.332,1276.169,44.1934,50.83,0.1589,12.57,28.0352,40.48,77.7068,"W"
1.09,19.699,1259.327,42.721,45.86,0.1233,13.08,28.0352,40.48,77.7068,"W"
1.09,19.27,1221.904,4.2249,104.3,0.3373,31.77,28.0352,40.48,77.7068,"W"
1.09,19.613,1115.52,13.0616,110.17,0.3154,27,28.0352,40.48,77.7068,"W"
1.09,18.081,1058.148,13.3507,178.89,0.4777,30.84,28.0352,40.48,77.7068,"W"
1.09,18.281,1034.321,0.8248,246.61,0.5663,43.45,28.0352,40.48,77.7068,"W"
1.09,17.118,1084.286,18.0767,104.89,0.342,17.95,28.0352,40.48,77.7068,"W"
1.09,17.657,1084.756,31.5244,152.22,0.3399,23.3,28.0352,40.48,77.7068,"W"
1.09,17.568,1126.32,29.2062,115.32,0.3019,18.62,28.0352,40.48,77.7068,"W"
1.09,17.692,1166.886,25.124,107.99,0.2911,13.4,28.0352,40.48,77.7068,"W"
1.09,19.171,1174.113,25.7492,104.72,0.3342,20.05,28.0352,40.48,77.7068,"W"
2.04,20.445,1210.705,27.4268,66.47,0.2432,17.92,30.7623,44.81,73.333,"W"
2.04,21.25,1268.741,7.9754,145.75,0.6182,29.46,30.7623,44.81,73.333,"W"
2.04,21.556,1314.839,6.4927,161.13,0.5036,19.72,30.7623,44.81,73.333,"W"
2.04,20.648,1396.775,25.7518,115.53,0.3873,17.62,30.7623,44.81,73.333,"W"
2.04,20.798,1466.821,36.2817,195.36,0.7488,28.48,30.7623,44.81,73.333,"W"
2.04,20.534,1554.887,32.9222,138.04,0.5992,16.54,30.7623,44.81,73.333,"W"
2.04,21.2,1582.928,23.3907,260.46,0.9504,27.27,30.7623,44.81,73.333,"W"
2.04,21.253,1719.712,17.9789,160.73,0.6589,19.37,30.7623,44.81,73.333,"W"
2.04,19.609,1920.272,47.5476,143.95,0.5583,12.48,30.7623,44.81,73.333,"W"
2.04,20.733,1974.305,54.3884,212.28,0.4927,14,30.7623,44.81,73.333,"W"
2.04,20.328,2009.338,45.4295,91.95,0.2855,16.04,30.7623,44.81,73.333,"W"
2.04,20.819,1979.778,40.2904,133.04,0.668,13.04,30.7623,44.81,73.333,"W"
1.45,20.829,1978.636,56.5019,297.42,1.3243,23.61,23.9246,67.76,64.8081,"S"
1.45,20.192,2041.115,61.9087,186.97,0.5726,24.09,23.9246,67.76,64.8081,"S"
1.45,21.036,2058.157,81.1879,485.04,1.9898,62.85,23.9246,67.76,64.8081,"S"
1.45,21.086,2111.01,84.3311,285.47,0.9437,53.57,23.9246,67.76,64.8081,"S"
1.45,20.384,2233.284,89.3919,114.21,0.4956,29.48,23.9246,67.76,64.8081,"S"
1.45,21.392,2321.812,82.4594,340.01,1.1305,42.63,23.9246,67.76,64.8081,"S"
1.45,21.528,2385.404,70.9452,195.87,0.7661,32.95,23.9246,67.76,64.8081,"S"
1.45,21.484,2375.978,59.4224,282.24,1.5019,26.86,23.9246,67.76,64.8081,"S"
1.45,21.71,2314.502,57.3984,334.93,1.467,38.52,23.9246,67.76,64.8081,"S"
1.45,22.843,2190.951,55.5275,1438.47,4.7458,104.63,23.9246,67.76,64.8081,"S"
1.45,23.349,2075.652,40.6239,867.65,3.105,71.55,23.9246,67.76,64.8081,"S"
1.84,23.492,1985.311,45.9425,718.58,3.0742,63.74,25.0161,60.77,71.9886,"S"
1.09,19.757,1531.151,60.8204,74.98,0.1531,16.85,28.0352,40.48,77.7068,"W"
1.09,18.701,1447.571,43.0634,96.69,0.2655,14.72,28.0352,40.48,77.7068,"W"
1.09,18.04,1324.98,31.1758,83.56,0.3533,12.52,28.0352,40.48,77.7068,"W"
1.09,18.816,1186.571,41.4236,106.67,0.1678,17.95,28.0352,40.48,77.7068,"W"
1.09,18.603,1108.941,36.8905,48.04,0.1299,12.1,28.0352,40.48,77.7068,"W"
1.09,18.927,1045.782,27.0546,56.37,0.1787,16.29,28.0352,40.48,77.7068,"W"
1.09,19.33,984.271,14.7443,66.82,0.2471,19.56,28.0352,40.48,77.7068,"W"
1.09,18.089,955.677,15.4941,95.96,0.2462,29.54,28.0352,40.48,77.7068,"W"
1.09,17.205,898.974,14.8775,248.3,0.7462,38.85,28.0352,40.48,77.7068,"W"
1.09,18.389,847.435,9.0542,133.46,0.4024,27.7,28.0352,40.48,77.7068,"W"
1.09,17.534,927.629,18.4148,74.75,0.1171,16.12,28.0352,40.48,77.7068,"W"
1.09,17.409,1002.021,35.4743,128.26,0.3872,14.83,28.0352,40.48,77.7068,"W"
1.09,18.113,1063.836,25.748,91.85,0.2028,9.23,28.0352,40.48,77.7068,"W"
1.09,19.078,1085.571,18.6098,84.83,0.2779,13.06,28.0352,40.48,77.7068,"W"
2.04,20.318,1088.968,19.1151,36.67,0.1051,5.26,30.7623,44.81,73.333,"W"
2.04,21.296,1129.494,17.8796,44.48,0.1844,12.46,30.7623,44.81,73.333,"W"
2.04,20.347,1246.547,31.2293,82.66,0.3028,13.44,30.7623,44.81,73.333,"W"
2.04,20.389,1318.549,31.7747,100.85,0.3617,14.61,30.7623,44.81,73.333,"W"
2.04,19.683,1390.902,38.9892,81.97,0.2924,14.17,30.7623,44.81,73.333,"W"
2.04,19.897,1439.244,34.206,112.87,0.3995,17.07,30.7623,44.81,73.333,"W"
2.04,19.996,1503.912,23.3385,149.25,0.5368,15.05,30.7623,44.81,73.333,"W"
2.04,20.275,1560.564,24.3557,266.29,1.8507,20.98,30.7623,44.81,73.333,"W"
2.04,21.165,1647.515,28.0244,703.28,1.6868,59.9,30.7623,44.81,73.333,"W"
2.04,19.435,1843.249,68.768,108.72,0.4736,14.71,30.7623,44.81,73.333,"W"
2.04,19.542,1944.197,62.2665,132.3,0.551,12.25,30.7623,44.81,73.333,"W"
2.04,19.8,1983.351,57.4522,146.43,0.7149,21.81,30.7623,44.81,73.333,"W"
2.04,19.783,2003.828,46.1666,268.9,0.9029,25.87,30.7623,44.81,73.333,"W"
1.45,18.978,2066.517,62.4392,110.8,0.302,9.9,23.9246,67.76,64.8081,"S"
1.45,19.228,2121.55,64.9182,116.72,0.7119,27.34,23.9246,67.76,64.8081,"S"
1.45,20.584,2078.161,71.9389,150.74,0.5546,26.45,23.9246,67.76,64.8081,"S"
1.45,20.659,2057.084,75.3086,224.65,0.956,36.53,23.9246,67.76,64.8081,"S"
1.45,20.332,2099.715,71.739,182.79,0.6979,37.28,23.9246,67.76,64.8081,"S"
1.45,20.269,2130.636,75.7841,133.75,0.5798,29.9,23.9246,67.76,64.8081,"S"
1.45,21.371,2046.004,72.7697,224.71,1.3286,39.35,23.9246,67.76,64.8081,"S"
1.45,21.815,2048.533,54.2364,437.32,1.8665,44.35,23.9246,67.76,64.8081,"S"
1.45,22.049,2103.467,42.4648,499.23,1.6352,68.01,23.9246,67.76,64.8081,"S"
1.45,21.712,2080.297,47.0776,138.72,0.589,30.01,23.9246,67.76,64.8081,"S"
1.84,21.77,2021.357,48.0927,271.52,1.7557,28.23,25.0161,60.77,71.9886,"S"
1.84,22.658,1933.029,54.3119,364.44,2.6221,44.37,25.0161,60.77,71.9886,"S"
1.09,20.272,1621.412,70.8721,172.1,0.4852,39.47,28.0352,40.48,77.7068,"W"
1.09,19.751,1532.166,88.9424,113.57,0.5978,30.7,28.0352,40.48,77.7068,"W"
1.09,18.015,1475.945,94.1136,108.18,0.2153,22.08,28.0352,40.48,77.7068,"W"
1.09,19.594,1287.403,72.7514,101.2,0.31,21.01,28.0352,40.48,77.7068,"W"
1.09,17.637,1188.912,41.0329,106.9,0.2639,16.52,28.0352,40.48,77.7068,"W"
1.09,17.859,1064.34,22.6775,139.71,0.4341,16.78,28.0352,40.48,77.7068,"W"
1.09,18.097,982.663,29.5773,85.76,0.2684,20.35,28.0352,40.48,77.7068,"W"
1.09,17.821,932.251,26.0744,56.06,0.1411,9.27,28.0352,40.48,77.7068,"W"
1.09,19.009,855.45,21.8569,32.16,0.0817,13.04,28.0352,40.48,77.7068,"W"
1.09,17.031,876.165,16.6705,85.36,0.3261,21.31,28.0352,40.48,77.7068,"W"
1.09,16.415,852.569,21.4799,424.89,1.2393,64.04,28.0352,40.48,77.7068,"W"
1.09,16.928,850.19,20.2051,155.26,0.5017,25.32,28.0352,40.48,77.7068,"W"
1.09,16.483,946.168,32.1385,230.19,0.5894,33.68,28.0352,40.48,77.7068,"W"
1.09,17.576,1034.153,61.1642,113.64,0.2534,18.89,28.0352,40.48,77.7068,"W"
2.04,19.302,1068.015,54.7687,59.03,0.2078,12.97,30.7623,44.81,73.333,"W"
2.04,18.793,1084.743,21.8242,94.45,0.4311,17.84,30.7623,44.81,73.333,"W"
2.04,19.567,1046.361,25.5916,72.68,0.2054,20.23,30.7623,44.81,73.333,"W"
2.04,19.536,1082.617,27.8019,40.62,0.1182,11.28,30.7623,44.81,73.333,"W"
2.04,18.644,1184.001,43.9353,69.89,0.2459,14.27,30.7623,44.81,73.333,"W"
2.04,19.549,1249.536,46.5155,90.06,0.3318,19.45,30.7623,44.81,73.333,"W"
2.04,19.652,1316.869,43.4358,76.28,0.285,15.35,30.7623,44.81,73.333,"W"
2.04,20.198,1356.58,36.3397,157.25,0.6167,23.38,30.7623,44.81,73.333,"W"
2.04,20.248,1432.447,31.028,111.91,0.4812,18.89,30.7623,44.81,73.333,"W"
2.04,20.682,1535.727,36.654,170.44,0.6737,21.88,30.7623,44.81,73.333,"W"
2.04,20.449,1660.205,40.8978,115.25,0.301,13.12,30.7623,44.81,73.333,"W"
2.04,19.565,1813.793,58.546,69.02,0.2413,10.11,30.7623,44.81,73.333,"W"
2.04,20.228,1890.158,40.9282,243.49,1.0088,28.62,30.7623,44.81,73.333,"W"
2.04,18.799,1972.916,41.3499,184.98,0.5708,19.41,30.7623,44.81,73.333,"W"
1.25,18.709,1990.761,46.8988,158.15,0.5869,15.02,28.8397,47.96,62.0203,"S"
1.45,18.384,2036.478,64.4663,109.78,0.5093,18.48,23.9246,67.76,64.8081,"S"
1.45,19.331,2046.973,60.6182,172.71,0.509,34.95,23.9246,67.76,64.8081,"S"
1.45,17.962,2033.933,57.5907,42.94,0.2025,15.8,23.9246,67.76,64.8081,"S"
1.45,20.271,1884.092,52.2641,441.27,1.5698,60.83,23.9246,67.76,64.8081,"S"
1.45,19.422,1885.818,57.0899,58.74,0.2268,18.37,23.9246,67.76,64.8081,"S"
0.77,19.393,1862.001,71.8541,141.13,0.6571,16.83,28.705,48.87,70.2393,"S"
1.45,20.438,1775.353,71.5469,182.5,0.6171,28.25,23.9246,67.76,64.8081,"S"
1.45,20.626,1829.779,65.4786,152.42,0.5502,16.17,23.9246,67.76,64.8081,"S"
1.45,21.271,1942.242,58.4358,225.92,0.8285,45.9,23.9246,67.76,64.8081,"S"
1.45,21.759,2019.345,53.0741,144.68,0.736,34.99,23.9246,67.76,64.8081,"S"
1.84,20.518,2052.863,56.3619,112.62,0.6918,34.84,25.0161,60.77,71.9886,"S"
1.84,22.44,1895.484,53.2177,516.26,3.8242,69.06,25.0161,60.77,71.9886,"S"
1.84,22.856,1746.131,34.6999,1356.59,11.6854,151.34,25.0161,60.77,71.9886,"S"
1.09,18.62,1566.32,81.6646,103.16,0.3209,22.23,28.0352,40.48,77.7068,"W"
1.09,18.621,1482.03,87.0863,117.12,0.3554,34.41,28.0352,40.48,77.7068,"W"
1.09,17.513,1408.414,109.4834,139.91,0.4137,38.58,28.0352,40.48,77.7068,"W"
1.09,17.756,1244.494,57.6472,161.84,0.4155,31.37,28.0352,40.48,77.7068,"W"
1.09,17.038,1062.208,55.5037,141.35,0.4558,28.17,28.0352,40.48,77.7068,"W"
1.09,17.104,931.039,30.1974,106.06,0.3258,18.86,28.0352,40.48,77.7068,"W"
1.09,16.459,883.907,21.333,87.9,0.2307,18.34,28.0352,40.48,77.7068,"W"
1.09,17.054,824.015,21.8624,59.07,0.1309,18.84,28.0352,40.48,77.7068,"W"
1.09,17.401,784.322,20.7539,169.56,0.6024,28.95,28.0352,40.48,77.7068,"W"
1.09,16.947,784.382,22.6419,127.23,0.3735,32.02,28.0352,40.48,77.7068,"W"
1.09,16.196,810.714,43.1562,1608.02,4.5155,164.14,28.0352,40.48,77.7068,"W"
1.09,16.484,848.813,24.5075,267.71,0.6784,41.17,28.0352,40.48,77.7068,"W"
1.09,15.687,976.012,44.9642,293.99,0.8411,38.29,28.0352,40.48,77.7068,"W"
1.09,15.556,1123.222,88.3224,211.06,0.6164,33.22,28.0352,40.48,77.7068,"W"
1.09,16.192,1186.367,91.5612,190.26,0.7734,31.26,28.0352,40.48,77.7068,"W"
1.16,17.929,1097.952,61.6968,251.9,0.4548,37.14,31.3683,37.83,79.1247,"W"
1.16,18.127,1022.951,43.5091,124.24,0.3029,19.75,31.3683,37.83,79.1247,"W"
1.16,19.759,973.752,27.6323,79.77,0.1565,15.27,31.3683,37.83,79.1247,"W"
2.04,19.613,1048.806,27.8621,40.58,0.0998,9.87,30.7623,44.81,73.333,"W"
2.04,19.396,1156.044,31.5176,55.25,0.2279,6.83,30.7623,44.81,73.333,"W"
2.04,18.268,1269.871,33.4439,70.93,0.2533,15.61,30.7623,44.81,73.333,"W"
2.04,19.081,1323.835,31.0758,51.5,0.1879,10.78,30.7623,44.81,73.333,"W"
2.04,18.43,1452.937,36.9344,43.34,0.1846,9.3,30.7623,44.81,73.333,"W"
2.04,19.707,1532.016,51.0753,106.23,0.4018,13.52,30.7623,44.81,73.333,"W"
2.04,19.554,1660.657,66.2804,105.97,0.388,13.73,30.7623,44.81,73.333,"W"
2.04,19.837,1781.905,74.9761,493.3,2.4153,44.61,30.7623,44.81,73.333,"W"
2.04,18.79,1902.299,65.5145,199,0.309,24.16,30.7623,44.81,73.333,"W"
1.25,18.446,1917.267,55.0953,119.89,0.5896,12.52,28.8397,47.96,62.0203,"S"
1.25,18.954,1867.516,54.1793,172.32,0.6978,20.12,28.8397,47.96,62.0203,"S"
1.25,17.289,1913.362,56.7379,82.32,0.4228,16.8,28.8397,47.96,62.0203,"S"
1.25,18.695,1859.201,54.4982,184.46,0.9176,25.18,28.8397,47.96,62.0203,"S"
1.45,18.503,1788.647,49.5318,209.1,0.827,27.83,23.9246,67.76,64.8081,"S"
1.45,19.518,1649.697,51.2269,131.82,0.5067,29.45,23.9246,67.76,64.8081,"S"
1.45,19.645,1609.282,55.8435,99.09,0.5399,32.06,23.9246,67.76,64.8081,"S"
1.45,20.125,1580.892,59.0341,163.43,0.5528,27.41,23.9246,67.76,64.8081,"S"
0.77,20.23,1568.346,63.2903,184.28,0.6592,21.96,28.705,48.87,70.2393,"S"
0.77,19.721,1644.343,70.5847,171.68,0.7917,15.81,28.705,48.87,70.2393,"S"
1.84,19.997,1775.324,71.3372,106.07,0.6755,27.68,25.0161,60.77,71.9886,"S"
1.84,20.545,1913.649,63.9822,131.6,0.9889,42,25.0161,60.77,71.9886,"S"
1.84,19.673,1990.871,63.133,290.34,2.1717,54,25.0161,60.77,71.9886,"S"
1.84,19.875,1882.218,53.3151,102.48,0.7899,37.11,25.0161,60.77,71.9886,"S"
1.84,20.369,1712.679,50.5447,363.51,2.8763,70.85,25.0161,60.77,71.9886,"S"
1.84,22.025,1504.901,39.6257,1575.81,10.4121,158.58,25.0161,60.77,71.9886,"S"
1.09,15.977,1553.089,84.5614,34.83,0.0634,11.39,28.0352,40.48,77.7068,"W"
1.09,16.532,1458.914,86.6207,94.23,0.3975,16.75,28.0352,40.48,77.7068,"W"
1.09,17.021,1317.614,52.616,141.35,0.3066,29.14,28.0352,40.48,77.7068,"W"
1.09,16.117,1160.292,33.0576,304.81,0.8522,41.62,28.0352,40.48,77.7068,"W"
