"NDVIchange","Climatezone","Mining","Tempchange","Precipitation","GDP","Popdensity"
-0.0204,"Bwk","very low",-0.1046,71.57,0.04,0.01938
-0.01726,"Bwk","very low",-0.0039,64.61,0,0.01858
-0.01384,"Bwk","very low",0.07347,63.6,0,0.02208
-0.01689,"Bwk","very low",0.09853,79.11,0,0.01436
-0.01718,"Bwk","very low",0.10972,104.86,0,0.09051
-0.01849,"Bwk","very low",0.17449,114.89,0,0.12401
-0.01698,"Bwk","very low",0.26895,119.76,0,0.12401
-0.01479,"Bwk","low",0.38564,130.51,0,0.14759
-0.00927,"Bwk","low",0.57877,129.6,9.22,0.16299
-0.00581,"Bwk","low",0.77702,137.93,4.56,0.90879
0.00687,"Bwk","very low",0.85364,188.44,11.21,1.4061
0.16514,"Bwk","very low",1.01093,176.01,1034.48,55.55459
0.3386,"Bwk","very low",1.10164,161.88,5162.85,234.04933
0.28838,"Bwk","very low",1.06659,192.74,2132.75,71.67197
0.32578,"Bsk","very low",1.07166,226.77,525.96,53.40364
0.14256,"Bsk","very low",1.15046,287.85,308.83,21.55188
0.14687,"Bsk","very low",1.03052,359.62,854.08,29.90002
0.18952,"Bsk","very low",0.87835,420.42,890.93,42.94107
0.20811,"Dwb","very low",0.82799,457.18,428.23,28.99456
0.25048,"Dwb","very low",0.91181,426.87,13407.73,776.24196
0.2695,"Bsk","very low",0.96152,405.98,593.84,52.57662
0.20749,"Dwb","very low",0.94875,414.67,967.56,47.41804
0.1862,"Bsk","very low",1.08201,370.89,4685.27,191.53082
0.17832,"Bsk","very low",1.13683,375.03,1143.84,83.23164
-0.01687,"Bwk","very low",-0.36629,108.86,1.33,0.15004
-0.01773,"Bwk","very low",-0.30846,114.3,0.06,0.02312
-0.0096,"Bwk","very low",0.02546,59.32,4.67,0.19133
-0.01603,"Bwk","very low",0.1462,51.98,0,0.02729
-0.01517,"Bwk","very low",0.22583,52.54,0,0.06951
-0.01574,"Bwk","very low",0.22526,70.61,0,0.09611
-0.01589,"Bwk","very low",0.24078,85.74,10.1,0.14507
-0.02113,"Bwk","very low",0.31127,94.12,0,0.09738
-0.00874,"Bwk","very low",0.45113,90.26,0,0.09384
-0.01633,"Bwk","low",0.64184,88.59,0,0.11543
-0.01445,"Bwk","low",0.79346,107.82,0,0.18282
-0.01589,"Bwk","very low",0.99329,118.87,0,1.32805
-0.00058,"Bwk","very low",1.0759,162.93,35.24,0.97104
0.01414,"Bwk","very low",1.02915,245.74,0.15,6.85408
0.09038,"Bwk","very low",1.16431,217.79,106.6,15.41163
0.12437,"Bwk","very low",1.2073,227.96,162.41,19.37508
0.10759,"Bsk","very low",1.27273,240.16,735.11,25.72422
0.06554,"Bsk","very low",1.28513,297.35,32.26,11.17454
0.13384,"Bsk","very low",1.21241,333.26,245.53,11.31966
0.18395,"Bsk","very low",1.14,346.2,195.77,19.82514
0.14309,"Bsk","very low",1.08726,368.64,291.2,14.22602
0.20121,"Bsk","very low",1.10244,360.31,873.59,43.00202
0.19168,"Dwb","very low",1.0649,374.84,399.27,22.13708
0.1362,"Dwb","very low",1.11836,353.99,850.81,38.32817
0.12161,"Bsk","very low",1.19825,337.69,1999.65,75.9303
0.19874,"Bsk","very low",1.26555,339.31,301.34,53.71673
-0.0222,"Bwk","very low",-0.19871,75.36,0.19,0.01406
-0.02209,"Bwk","very low",-0.12703,84.61,0,0
-0.01787,"Bwk","very low",0.03021,69.04,9.71,0.37315
-0.01397,"Bwk","very low",0.22444,48.49,7.27,0.42877
-0.01431,"Bwk","very low",0.35895,47.46,0,0.05488
-0.02118,"Bwk","very low",0.4469,44.92,0,0.22402
-0.01803,"Bwk","very low",0.45429,49.62,8.07,0.68404
-0.01739,"Bwk","very low",0.4596,58.23,0,1.28567
-0.01798,"Bwk","very low",0.50855,70.1,0,0.0662
-0.01615,"Bwk","low",0.59666,82.06,0,0.07786
-0.01854,"Bwk","low",0.75926,87.43,0,0.06707
-0.02176,"Bwk","very low",1.13752,117.57,0,0.98189
-0.02315,"Bwk","very low",1.27928,142.28,0,0.78482
-0.0137,"Bwk","very low",1.34993,172.5,4.76,0.53044
-0.0034,"Bwk","very low",1.32373,219.99,11.53,0.53143
0.01283,"Bwk","very low",1.33266,243.14,32.79,3.09105
0.04951,"Bsk","very low",1.36568,256.68,31.7,2.43165
0.05831,"Bsk","very low",1.38053,287.42,43.98,1.12042
0.05683,"Bsk","very low",1.40958,282.77,216.83,9.83419
0.04572,"Bsk","very low",1.41327,273.28,260.06,13.40717
0.02971,"Bsk","very low",1.39355,278.22,80.73,4.10342
0.06512,"Bsk","very low",1.38147,278.5,30.12,7.38473
0.0189,"Bsk","very low",1.34811,291.1,97.88,10.71574
0.04828,"Bsk","very low",1.39623,278.04,29.54,11.59147
0.10063,"Bsk","very low",1.38055,309.86,791.78,38.71184
0.12176,"Bsk","very low",1.42294,331.77,1542.66,51.67279
0.23504,"Dwb","very low",1.62388,390.75,863.75,34.36588
0.32473,"Dwb","very low",1.7058,488.61,1852,83.35584
0.32455,"Dwa","very low",2.19183,433.14,2353.45,217.26822
-0.01845,"Bwk","very low",-0.13195,86.82,0,0
-0.02135,"Bwk","very low",-0.02824,76.74,0,0
-0.02165,"Bwk","very low",0.11231,62.2,0,0
-0.02077,"Bwk","very low",0.28959,47.33,1.08,0.04717
-0.0205,"Bwk","very low",0.45265,43.34,16.27,0.83572
-0.01576,"Bwk","very low",0.59221,44.26,7.61,1.14901
0.00565,"Bwk","very low",0.66877,46.9,94.58,1.88931
-0.01869,"Bwk","very low",0.64374,58.55,0,0.41327
-0.01792,"Bwk","very low",0.56562,86.27,0,2.16416
-0.02338,"Bwk","very low",1.5344,151.28,3.69,0.37372
-0.01752,"Bwk","very low",1.56586,182.88,19.76,1.14702
-0.01211,"Bwk","very low",1.58295,205.2,30.16,2.02289
0.0074,"Bwk","very low",1.63563,210.7,16.09,1.6626
0.02476,"Bwk","very low",1.66627,218.63,0.12,0.77614
0.01686,"Bwk","very low",1.7178,210.9,1.35,0.39642
0.02187,"Bsk","very low",1.71892,208.01,11.66,0.72811
-4e-05,"Bsk","very low",1.71824,204.31,17.84,0.84416
0.01062,"Bsk","very low",1.66662,218.42,0.25,0.48598
0.00389,"Bsk","very low",1.6445,226.69,0,2.59714
-0.00309,"Bsk","very low",1.67658,225.65,123.07,3.27301
-0.01418,"Bsk","very low",1.67959,257.96,9.42,4.83495
0.02612,"Bsk","very low",1.73399,292.16,219.24,8.98708
0.08263,"Bsk","very low",1.85523,325.1,186.94,10.67953
0.17211,"Dwb","very low",1.9261,363.57,363.01,18.94066
0.21748,"Dwb","very low",1.90333,378.05,323.47,22.09991
0.27568,"Dwb","very low",1.83811,394.12,834.61,24.2432
0.33498,"Dwb","very low",1.40361,450.76,423.79,51.54844
0.29168,"Dwa","very low",1.71138,428.64,7151.28,252.21348
0.32779,"Dwb","very low",2.88908,452.19,378.11,58.99983
-0.02119,"Bwk","very low",0.09843,80.63,1.26,0.10792
-0.02069,"Bwk","very low",0.13921,84.22,3.82,0.12407
-0.01902,"Bwk","very low",0.27738,71.96,3.95,0.20213
-0.01339,"Bwk","very low",0.46792,53.26,0,0
-0.01588,"Bwk","very low",0.62963,47.82,3.81,0.21043
-0.01947,"Bwk","very low",0.7606,48.48,0,0.46336
-0.00361,"Bwk","very low",0.80954,57.97,37.83,0.61706
-0.01458,"Bwk","very low",0.74723,79,0,1.04062
0.00848,"Bwk","very low",2.00942,166.21,5.3,0.44702
-0.00586,"Bwk","very low",1.96707,171.33,2.43,0.21222
-0.00336,"Bwk","very low",1.92145,184.33,0,8.63122
0.00272,"Bsk","very low",1.93418,189.21,331.16,7.06228
-0.01481,"Bsk","very low",1.97539,209.85,14.21,0.96538
0.02178,"Bsk","very low",2.02786,249.62,19.57,1.0389
0.10512,"Bsk","very low",2.10326,291.13,83.03,2.45327
0.13292,"Bsk","very low",2.11482,330.61,51.53,3.04005
0.19494,"Dwb","very low",2.01813,357.25,47.16,6.02872
0.19958,"Dwb","very low",1.85154,383.82,37.29,3.36978
0.33939,"Dwc","very low",1.60182,422.26,19.64,4.05798
0.43556,"Dwc","very low",1.17038,472.75,219.76,11.109
0.31393,"Dwb","very low",1.00277,432.03,576.53,31.06497
0.23026,"Bsk","very low",1.41404,393.21,1315.84,188.86612
0.29087,"Bsk","very low",2.08619,388.2,1267.66,95.83015
0.25975,"Dwa","very low",2.36743,422.44,1944.07,86.08974
0.34467,"Dwa","very low",2.14163,433.95,592.11,51.42849
-0.01822,"Bwk","very low",0.27269,68.31,4.15,0.23751
-0.01735,"Bwk","very low",0.35793,61.99,14.2,0.84878
-0.01561,"Bwk","very low",0.47307,54.2,11.32,1.13036
0.04483,"Bwk","very low",2.16998,172.43,0.86,0.21606
0.01909,"Bwk","very low",2.19927,157.85,9.62,0.58115
0.01427,"Bwk","very low",2.16124,160.38,12.66,1.29869
0.01518,"Bsk","very low",2.12937,175.55,65.83,2.17719
0.01433,"Bsk","very low",2.15069,194.81,7.36,1.26229
0.03807,"Bsk","low",2.18881,230.96,13.77,0.89359
0.07296,"Bsk","low",2.21766,271.3,15.79,0.94652
0.11865,"Bsk","very low",2.16265,313.61,8.05,1.58983
0.17289,"Dwb","very low",2.02321,347.47,88.99,2.24743
0.20168,"Dwb","very low",1.83212,372.62,138.39,6.8832
0.26744,"Dwb","very low",1.58917,392.96,96.04,4.66105
0.33248,"Dwb","very low",1.24091,410.45,556.09,36.43349
0.29437,"Dwb","very low",0.96223,411.71,482.91,23.06267
0.21213,"Bsk","very low",1.22097,392.48,1253.89,49.56917
0.12268,"Bsk","very low",1.54892,395.22,237.35,32.84245
0.18305,"Bsk","very low",1.50392,405.63,380.9,41.23987
0.23235,"Bsk","very low",1.24029,420.96,1128.7,53.14781
0.24148,"Dwa","very low",1.43038,435.63,275.99,32.72957
0.23538,"Dwa","very low",2.07858,435.59,674.54,41.90319
0.00146,"Bwk","very low",2.34774,151.81,489.02,28.61931
0.01908,"Bwk","low",2.29991,165.16,7.47,0.80362
0.00742,"Bsk","low",2.26906,192.24,106.08,2.67667
0.0357,"Bsk","low",2.28479,227.9,0.07,2.70522
0.09423,"Bsk","very low",2.2709,270,1.03,2.03815
0.16675,"Bsk","very low",2.19316,298.44,37.89,1.15465
0.1998,"Dwb","very low",1.9876,343.77,61.95,4.31719
0.30311,"Dwb","medium",1.79041,367.7,7.17,1.05316
0.40753,"Dwb","very low",1.5249,408.9,22.64,2.14668
0.37502,"Dwb","very low",1.24545,424.19,1070.46,21.80841
0.23775,"Dwb","very low",1.07556,387.7,811.52,59.3591
0.19035,"Bsk","very low",1.08795,394.93,151.69,25.93006
0.16834,"Bsk","very low",1.23772,394.14,192.49,14.94925
0.15975,"Bsk","very low",1.21765,396.85,229.31,17.47221
0.19979,"Bsk","very low",1.17802,401.14,1324.08,56.98953
0.20299,"Bsk","very low",1.39324,406.86,934.07,32.80322
0.17224,"Dwa","very low",1.9437,420.62,179.51,11.97449
0.26496,"Dwa","very low",2.77024,443.37,1153.25,49.4946
0.37019,"Dwa","very low",3.125,464.9,741.26,44.70935
0.02005,"Bwk","low",2.44667,172.47,1.33,0.42662
0.0254,"Bsk","low",2.39142,181.2,7.46,0.55668
0.02592,"Bsk","low",2.40899,190.15,36.55,1.00907
0.0388,"Bsk","low",2.41463,225.47,0,1.43299
0.10599,"Bsk","very low",2.33727,272.88,239.13,3.38231
0.20005,"Bsk","very low",2.16311,315.54,12.06,11.69121
0.1908,"Bsk","medium",2.00613,321.35,1842.06,79.48333
0.31091,"Dwb","medium",1.76417,364.61,4.97,1.10129
0.36921,"Dwb","very low",1.52309,409.11,39.57,2.79193
0.39691,"Dwb","very low",1.30636,434.24,323.33,17.67795
0.2896,"Dwb","very low",1.17409,426.64,342.54,22.20014
0.31581,"Dwb","very low",1.11753,438.31,813.64,39.70057
0.23489,"Bsk","very low",1.25755,410.94,1173.39,64.31122
0.21798,"Bsk","very low",1.36207,396.7,1068.7,48.9784
0.27166,"Bsk","very low",1.47986,386.58,832.3,42.02551
0.33531,"Bsk","very low",1.62785,385.09,2139.02,102.55897
0.35076,"Bsk","very low",1.775,394.97,6689.4,333.82875
0.26229,"Dwa","very low",2.21245,431.7,1088.32,52.94628
0.34734,"Dwa","very low",2.62859,475.62,1123.73,47.20233
0.0235,"Bwk","low",2.4705,193.75,0,0.19673
0.04706,"Bsk","low",2.38034,216.66,0.05,0.42949
0.07114,"Bsk","low",2.41626,229.07,0.45,0.7799
0.08177,"Bsk","very low",2.47211,246.18,0,0.60742
0.13923,"Bsk","very low",2.37246,276.71,9.38,0.66391
0.13987,"Bsk","very low",2.19027,302.77,7.72,1.31443
0.16046,"Bsk","medium",2.02121,312.19,59.74,5.55806
0.24996,"Bsk","high",1.8211,347.48,50.87,1.43259
0.21962,"Dwb","high",1.64725,387.68,0.85,1.31524
0.36501,"Dwb","high",1.51362,429.22,259.96,16.17262
0.42681,"Dwc","very low",1.40234,480.13,85.44,10.58174
0.37058,"Dwb","very low",1.46758,460.09,488.14,29.72859
0.3144,"Dwb","very low",1.48924,442.89,567.54,31.1463
0.17608,"Bsk","very low",1.52732,408.24,168.52,11.27368
0.23938,"Bsk","medium",1.5501,388.88,204.82,9.15505
0.24509,"Bsk","very low",1.58659,379.85,357.38,33.0665
0.31948,"Bsk","very low",1.62782,390,720.03,57.05979
0.33868,"Dwa","very low",1.83274,423.96,1022.14,64.9284
0.34227,"Dwa","very low",2.0553,462.6,1686.35,98.26957
0.07015,"Bsk","low",2.44208,203.65,0.49,0.19964
0.19225,"Bsk","very low",2.23273,308.6,13.07,0.70582
0.17209,"Bsk","very low",2.12033,308.13,15.68,1.20172
0.12265,"Bsk","medium",2.0323,299.31,33.13,0.96288
0.14912,"Bsk","high",1.89815,333.1,17.04,1.02376
0.21011,"Dwb","high",1.81978,376.03,0,0.99187
0.30697,"Dwb","high",1.83063,413.13,11.71,2.53629
0.37855,"Dwb","high",1.83463,460.58,120.75,3.25823
0.44784,"Dwc","high",1.78555,496.23,0,10.04312
0.32727,"Dwb","very low",1.76933,457.21,146.12,6.83158
0.29742,"Dwb","medium",1.62028,443.47,225.67,19.67379
0.2966,"Bsk","medium",1.55851,402.88,960.61,47.65558
0.21738,"Bsk","medium",1.5627,388.5,379.5,17.64013
0.24232,"Dwc","very low",2.08789,327.34,4.26,0.68306
0.16064,"Bsk","medium",1.97636,305.72,0,0.6074
0.13552,"Bsk","medium",1.94616,327.48,600.86,8.45638
0.21488,"Bsk","medium",2.01763,356.32,0,9.41141
0.28574,"Dwb","high",2.1579,392.91,11.91,0.89195
0.35047,"Dwb","high",2.2451,432.28,20.51,2.96089
0.38077,"Dwb","high",2.11836,476.54,10.34,2.81202
0.42273,"Dwb","medium",1.88352,497.02,36.9,4.60942
0.38542,"Dwb","medium",1.71943,474.09,106.97,6.99586
0.37301,"Dwa","very low",1.62252,433.57,421.02,21.91805
0.30158,"Dwa","very low",1.6221,409.48,1021.16,53.32618
0.28526,"Dwb","medium",1.92942,342.33,8.26,0.88597
0.26942,"Dwb","medium",2.06781,375.04,7.37,0.80573
0.27468,"Dwb","medium",2.3128,397.49,23.36,0.73837
0.28777,"Dwb","medium",2.48406,429.93,121.42,5.64894
0.35872,"Dwb","medium",2.32128,468.03,592.86,20.37378
0.41293,"Dwb","medium",1.98413,498.37,182.93,28.53852
0.4273,"Dwb","very low",1.77778,489.35,391.05,7.68303
0.36627,"Dwa","very low",1.65387,470.09,323.55,24.98391
0.37377,"Dwa","very low",1.66013,444.24,1557.59,71.52555
0.36525,"Bsk","medium",1.92179,345.22,10.71,1.10911
0.30458,"Dwb","medium",2.04656,378.9,0.48,0.49465
0.34212,"Dwb","medium",2.22142,418.22,8.7,0.57504
0.37552,"Dwc","medium",2.34312,460.68,31.21,1.36293
0.41649,"Dwc","medium",2.22684,502.03,22.54,1.62434
0.46843,"Dwc","very low",1.94186,532.27,29.5,3.25771
0.44402,"Dwb","very low",1.68768,541.62,291.11,11.12605
0.40551,"Dwb","very low",1.55554,533.25,263.21,27.0268
0.39724,"Dwa","very low",1.70774,485.66,79.62,22.92424
0.36674,"Dwb","medium",2.06614,422.15,0.32,0.054
0.41932,"Dwc","medium",2.10177,470.31,18.03,1.635
0.50245,"Dwc","medium",2.01389,539.15,3.39,0.27533
0.4739,"Dwc","medium",1.7879,581.98,11.5,0.40372
0.44834,"Dwb","very low",1.55159,589.05,45.21,4.37272
0.42586,"Dwb","very low",1.43946,570.13,603.97,23.62838
0.41984,"Dwb","very low",1.52171,536.02,150.55,102.95818
0.45247,"Dwa","very low",1.62261,508.03,372.81,14.25043
0.48016,"Dwc","very low",1.60992,631.18,205.38,8.67791
0.45735,"Dwc","very low",1.4337,631.38,56.81,6.71978
0.43669,"Dwb","very low",1.32324,614.08,47.62,12.68775
0.42642,"Dwb","very low",1.42873,566.59,576.59,19.34242
0.47339,"Dwa","very low",1.54746,526.31,1321.36,77.15998
0.50021,"Dwc","very low",1.53656,561.87,158.52,1.45303
0.4735,"Dwc","very low",1.46942,640.4,36.55,10.29718
0.4533,"Dwc","very low",1.33968,657.29,1.03,3.89334
0.43806,"Dwb","very low",1.31629,622.2,31.61,2.17113
0.44051,"Dwb","very low",1.36583,588.88,572.45,36.0475
0.33346,"Bsk","very low",2.23889,322.78,0,0.88129
0.31901,"Bsk","very low",2.11764,322.24,0,0.82466
0.30855,"Bsk","very low",1.96225,333.02,0,0.49777
0.25459,"Bsk","very low",1.84455,356.6,14.91,1.6092
0.40321,"Dwb","very low",1.46396,470,1.2,1.49185
0.45643,"Dwc","very low",1.41494,538.17,0,0.77718
0.48806,"Dwc","medium",1.32101,622.46,0,0.29759
0.45288,"Dwc","very low",1.25576,655.34,76.54,3.30976
0.43809,"Dwc","very low",1.24794,645.78,49.28,0.69891
0.43717,"Dwb","very low",1.30681,608.35,388.55,20.81663
0.35885,"Bsk","very low",2.17445,331.1,14.25,1.86581
0.28993,"Bsk","very low",2.03076,331.75,125.6,1.58518
0.30304,"Bsk","very low",1.93226,352.68,4.97,2.39931
0.3052,"Dwb","very low",1.75911,398.5,8.16,2.68475
0.37552,"Dwb","very low",1.53405,447.59,12.62,1.76081
0.40676,"Dwc","medium",1.36958,506.22,124.94,1.64109
0.47007,"Dwc","medium",1.26097,574.2,0,1.34122
0.46125,"Dwc","medium",1.20806,633.55,112.3,3.59574
0.43962,"Dwc","very low",1.25194,641.01,0.66,5.75522
0.42972,"Dwb","very low",1.27598,627.76,360.96,13.57675
0.46347,"Dwb","very low",1.33326,603.14,1611.61,100.45203
0.40115,"Bsk","very low",2.10608,351.41,0,3.15378
0.22841,"Bsk","very low",2.05468,331.28,1.31,1.61346
0.25684,"Dwb","very low",1.97988,342.45,29.21,1.36874
0.34679,"Dwb","very low",1.77318,385.7,18.14,1.32457
0.43666,"Dwb","medium",1.51841,431.07,1.23,1.57375
0.43172,"Dwb","medium",1.31196,475.14,199.41,11.86357
0.49248,"Dwc","medium",1.1559,546.34,0,1.40499
0.4694,"Dwc","very low",1.14716,615.15,34.23,6.97499
0.44939,"Dwc","very low",1.2815,636.79,127.03,6.6636
0.42819,"Dwc","very low",1.32522,639.08,21.69,8.19634
0.44323,"Dwb","very low",1.32672,623.11,294.18,17.93083
0.5054,"Dwb","very low",1.28519,609.85,660.01,32.44411
0.47597,"Dwb","very low",1.13204,596.95,834.41,128.82816
0.41011,"Dwb","very low",1.85825,371.84,0,0.40659
0.38871,"Dwc","very low",1.8863,362.72,1028.24,24.24201
0.30945,"Dwb","very low",1.90951,347.14,695.98,46.08962
0.29984,"Dwb","medium",1.70555,380.87,11.86,2.63393
0.39131,"Dwb","medium",1.46263,416.7,190.18,9.98788
0.41786,"Dwb","low",1.23901,454.46,2657.8,146.39814
0.48876,"Dwc","medium",1.07608,509.93,1702.91,81.8634
0.48571,"Dwc","very low",1.11462,573.18,160.97,6.48275
0.46462,"Dwc","very low",1.24795,626.97,5.5,3.6239
0.43278,"Dwc","very low",1.32715,640.68,3.09,1.87186
0.42469,"Dwb","very low",1.32863,632.75,45.72,11.09285
0.46224,"Dwb","very low",1.22684,617.71,295.22,20.07997
0.45026,"Dwb","very low",1.04202,612.52,295.7,38.15781
0.42576,"Dwb","medium",1.56744,394.89,6.53,0.55806
0.49449,"Dwb","medium",1.38358,425.05,0.34,1.25824
0.49307,"Dwc","medium",1.21165,460.91,36.24,6.68108
0.51118,"Dwc","medium",1.06915,509.92,14.57,7.36314
0.47976,"Dwc","very low",1.08579,559.76,255.35,11.20586
0.45259,"Dwc","very low",1.14662,620.51,0.06,6.14221
0.44022,"Dwc","very low",1.25225,625.29,0.02,2.67791
0.42631,"Dwc","very low",1.24928,631.06,22.88,0.97291
0.44564,"Dwb","very low",1.11677,625.09,149.18,6.07478
0.45036,"Dwb","very low",0.88229,612.21,286.19,16.67228
0.49608,"Dwb","medium",1.37262,430.89,9.42,0.73984
0.52281,"Dwc","very low",1.30001,464.45,292.27,12.15329
0.49223,"Dwc","medium",1.16294,517.16,23.85,1.75753
0.46134,"Dwc","very low",1.06517,575.51,145.39,6.39497
0.4421,"Dwc","very low",1.04214,621.98,1.16,3.88905
0.43153,"Dwc","very low",1.0644,634.14,0,0.00516
0.4317,"Dwc","very low",1.05209,622.9,9.77,3.23819
0.44942,"Dwc","very low",0.91849,613.93,63.11,9.42971
0.47988,"Dwb","very low",0.71818,603.7,801.88,38.82025
0.506,"Dwc","very low",1.40643,460.18,4.58,0.96515
0.49098,"Dwc","very low",1.34551,480.77,41.28,5.22071
0.47851,"Dwc","very low",1.23297,511.99,9.85,6.40646
0.45958,"Dwc","very low",1.06441,573.08,211.09,7.85349
