NDVIchange,Climatezone,Mining,Tempchange,Precipitation,GDP,Popdensity
0.01281,"Bwk","low",0.29781,206.55,0,1.26843
0.01243,"Bwk","low",0.28755,208.4,0,1.26843
0.02205,"Bwk","low",0.27188,213.46,0,1.26843
0.01559,"Bwk","low",0.26555,214.45,0,1.26843
0.01476,"Bwk","low",0.27722,208.24,0,1.26843
-0.00185,"Bwk","low",0.27972,206.38,0,1.26843
-0.00568,"Bwk","low",0.26949,208.87,0,1.26843
0.03459,"Bwk","low",0.25455,212.74,0,1.28201
0.02051,"Bwk","low",0.24968,214.36,0,1.61752
0.03309,"Bwk","low",0.2272,224.01,0,1.95557
0.05488,"Bwk","low",0.20626,231.55,0,1.96823
0.06024,"Bwk","low",0.20195,232.42,0,1.96823
0.05953,"Bwk","low",0.20012,231.61,0,1.96823
0.04515,"Bwk","low",0.18321,239.52,0,1.96823
0.045,"Bsk","low",0.16151,248.07,0,1.96823
0.056,"Bsk","low",0.14221,256.19,0,1.96823
0.06775,"Bsk","low",0.1278,261.94,0,1.96823
0.04494,"Bwk","low",0.13305,259.3,0,7.38521
0.11262,"Bsk","low",0.25761,391.83,0,18.49623
0.08432,"Bsk","low",0.26015,398.52,7.5,8.8183
0.06851,"Bsk","low",0.26263,404.62,0,8.33007
0.11464,"Bsk","low",0.2669,409.48,0,8.33007
0.13719,"Bsk","low",0.27135,414.01,0,8.33007
0.12073,"Bsk","low",0.27433,419.41,0,8.33007
0.13244,"Bsk","low",0.27839,423.53,0,8.33007
0.11479,"Bsk","low",0.28552,427.26,0,8.33007
0.06556,"Bsk","low",0.29154,430.75,0,8.33007
0.12048,"Bsk","low",0.29972,434.35,0,8.28216
0.15163,"Bsk","very low",0.30782,437.39,0,5.29221
0.12315,"Bsk","very low",0.31808,439.89,0,5.29221
0.149,"Bsk","very low",0.32754,442.26,0,7.08368
0.17468,"Bsk","very low",0.33955,444.6,0,12.68932
0.19917,"Bsk","very low",0.34955,446.81,0,14.46071
0.23995,"Bsk","very low",0.36124,448.54,0,14.46071
0.30505,"Bsk","very low",0.36975,452.48,0,14.46071
0.25891,"Bsk","very low",0.37108,460.86,2.8,14.46071
0.02595,"Bwk","low",0.3254,237.35,0,3.60774
0.02981,"Bwk","low",0.32977,234.02,0,0.61534
0.15755,"Bwk","low",0.33202,229.99,0,1.43163
0.17929,"Bwk","low",0.33288,227.05,0,1.48338
0.05351,"Bwk","low",0.33429,223.71,0,1.42252
0.05512,"Bwk","low",0.32598,224.06,0,1.38014
0.0924,"Bwk","low",0.31193,226.66,0,1.46449
0.07723,"Bwk","low",0.30515,227.3,0,1.48338
0.1182,"Bwk","low",0.29713,228.19,0,1.48338
0.06727,"Bwk","low",0.29213,227.77,0,1.48338
0.05356,"Bwk","low",0.29228,225.49,0,1.36958
0.03031,"Bwk","low",0.28972,224.2,0,0.63077
0.02795,"Bwk","low",0.28665,221.99,0,0.01362
0.00576,"Bwk","low",0.29867,215.71,0,0
-0.00835,"Bwk","low",0.29908,213.83,0.24,0.24983
0.00604,"Bwk","low",0.30001,211.16,0,0.96134
0.01961,"Bwk","low",0.29671,210.12,0,1.26843
0.01032,"Bwk","low",0.28909,212.31,0,1.26843
0.01587,"Bwk","low",0.27915,214.34,0,1.26843
0.02861,"Bwk","low",0.2562,223.18,0,1.26843
0.01645,"Bwk","low",0.26916,214.97,0,1.26843
0.00404,"Bwk","low",0.27822,209.59,0,1.26843
0.0036,"Bwk","low",0.27672,209.22,0,1.25748
6e-04,"Bwk","low",0.26552,211.98,0,1.27269
0.02152,"Bwk","low",0.25531,215.68,0,1.65802
0.01039,"Bwk","low",0.24967,216.98,0,1.96823
0.02964,"Bwk","low",0.23516,221.76,0,1.96823
0.07771,"Bwk","low",0.22288,225.17,0,1.96823
0.07137,"Bwk","low",0.21119,230.91,0,1.96823
0.04755,"Bwk","low",0.19505,238.18,0,1.96823
0.04631,"Bwk","low",0.17993,245.43,0,1.96823
0.04569,"Bsk","low",0.15795,253.47,0,1.96823
0.06133,"Bsk","low",0.14389,259.16,0,1.96823
0.06605,"Bsk","low",0.13318,263.1,0,1.96823
0.05487,"Bwk","low",0.13251,262.17,0,1.96823
0.06613,"Bwk","low",0.14509,254.99,0,3.18298
0.05604,"Bwk","low",0.17614,240.65,0,24.96642
0.12846,"Bsk","low",0.24695,376.62,4.55,21.06993
0.08149,"Bsk","low",0.2485,383.65,0,19.58053
0.06188,"Bsk","low",0.25049,389.74,0,19.77624
0.12272,"Bsk","low",0.25408,395.23,0,8.55219
0.10633,"Bsk","low",0.25821,400.25,0,8.33007
0.08303,"Bsk","low",0.26347,404.8,0,8.33007
0.08373,"Bsk","low",0.26812,409.06,0,8.33007
0.11359,"Bsk","low",0.27241,414.13,0,8.33007
0.10172,"Bsk","low",0.2776,417.61,0,8.33007
0.07891,"Bsk","low",0.28658,420.9,0,8.33007
0.11013,"Bsk","low",0.29378,423.94,0,8.33007
0.113,"Bsk","low",0.30298,427.51,0,8.3174
0.0866,"Bsk","very low",0.31085,430.68,0,5.29221
0.07984,"Bsk","very low",0.3207,434.39,0,5.29221
0.13252,"Bsk","very low",0.33261,436.28,0,5.29221
0.09949,"Bsk","very low",0.34487,438.87,0,5.32846
0.08843,"Bsk","very low",0.35755,440.77,0,8.98236
0.15925,"Bsk","very low",0.37174,442.63,0,13.39962
0.17289,"Bsk","very low",0.38902,444.49,0,14.46071
0.21712,"Bsk","very low",0.39117,450.04,2.78,14.46071
0.00962,"Bwk","low",0.34334,233.72,0,0.04397
0.01993,"Bwk","low",0.34652,229.36,0,0.09298
0.02565,"Bwk","low",0.34576,226.15,0,0.32075
0.04141,"Bwk","low",0.34582,223.35,0,0.74284
0.04624,"Bwk","low",0.34402,221.14,0,0.22932
0.00948,"Bwk","low",0.33963,220.18,0,0
0.00775,"Bwk","low",0.32793,221.59,0,0.2588
0.02236,"Bwk","low",0.3188,222.98,0,0.72983
0.00995,"Bwk","low",0.31446,222.25,0,1.01457
1e-05,"Bwk","low",0.3081,222.64,0,0.6642
0.00107,"Bwk","low",0.30565,221.53,0,0.01832
-0.00049,"Bwk","low",0.30388,219.19,0,0
0.01521,"Bwk","low",0.31116,214.94,0,0
-0.00647,"Bwk","low",0.31266,212.26,0,0
-0.00331,"Bwk","low",0.30947,211.52,0,0
0.02296,"Bwk","low",0.3101,209.35,0,0.0216
0.04297,"Bwk","low",0.2873,215.21,0,1.15065
0.03103,"Bwk","low",0.28122,217.68,0,1.26843
0.02003,"Bwk","low",0.27785,217.52,0,1.26843
0.02913,"Bwk","low",0.26991,219.28,0,1.26843
0.01525,"Bwk","low",0.26213,220.5,0,1.26843
0.01299,"Bwk","low",0.26752,217.31,0,1.15922
0.00779,"Bwk","low",0.27132,214.46,0,0.37883
-0.00767,"Bwk","low",0.26558,215.51,0,0.20197
0.02977,"Bwk","low",0.25033,221.06,0,1.55276
0.05223,"Bwk","low",0.24605,221.74,0,1.96823
0.05347,"Bwk","low",0.23606,225.28,0,1.96823
0.08483,"Bwk","low",0.22469,229.26,0,1.96823
0.11217,"Bwk","low",0.21849,230.9,0,1.96823
0.21991,"Bwk","low",0.21078,233.4,0,1.96823
0.17919,"Bwk","low",0.2,238.08,0,1.96823
0.07547,"Bwk","low",0.18183,245.43,0,1.96823
0.05337,"Bwk","low",0.1662,252.22,0,1.96823
0.04861,"Bwk","low",0.15473,255.84,0,1.96823
0.05148,"Bwk","low",0.15108,256.63,0,1.96823
0.04248,"Bwk","low",0.16435,248.34,0,1.96823
0.03083,"Bwk","low",0.18667,239.62,3.53,10.20645
0.08528,"Bsk","low",0.24115,360.18,0,19.77624
0.08763,"Bsk","low",0.2416,366.19,0,19.77624
0.0714,"Bsk","low",0.24328,373.27,0,19.77624
0.06601,"Bsk","low",0.24472,378.98,0,19.77624
0.11228,"Bsk","low",0.24823,384.57,0,19.77624
0.07261,"Bsk","low",0.25217,389.39,0,10.45524
0.04496,"Bsk","low",0.25601,394.47,0,8.33007
0.0876,"Bsk","low",0.26139,399.6,0,8.33007
0.06121,"Bsk","low",0.2672,403.28,0,8.33007
0.09176,"Bsk","low",0.27227,408.54,0,8.33007
0.09572,"Bsk","low",0.27843,412.23,0,8.33007
0.08796,"Bsk","low",0.28705,415.89,0,8.33007
0.06583,"Bsk","low",0.29501,419.17,0,8.33007
0.08397,"Bsk","low",0.30446,422.89,0,7.97337
0.07897,"Bsk","very low",0.3134,426.14,0,5.3024
0.06685,"Bsk","very low",0.32293,429.97,0,5.29221
0.13149,"Bsk","very low",0.33568,432.11,0,5.29221
0.08044,"Bsk","very low",0.34878,434.52,0,5.29221
0.09617,"Bsk","very low",0.3627,436.61,0,5.29221
0.14928,"Bsk","very low",0.37612,438.7,0,5.70009
0.15196,"Bsk","very low",0.39129,440.91,0,9.80959
0.12807,"Bsk","very low",0.4066,442.8,0.76,14.14887
0.11113,"Bsk","very low",0.41482,447.59,2.07,16.31514
0.12767,"Bsk","very low",0.44668,452.04,0,14.46558
0.17979,"Bsk","very low",0.4523,454.98,2,14.46099
0.02278,"Bwk","low",0.34935,235.7,0,0.09298
0.01009,"Bwk","low",0.35186,232.82,0,0.08723
0.00447,"Bwk","low",0.35492,228.98,0,0.091
0.00616,"Bwk","low",0.35627,225.43,0,0.05181
0.01607,"Bwk","low",0.35711,221.91,0,0.00633
0.02313,"Bwk","low",0.35548,219.8,0,0
0.02847,"Bwk","low",0.35203,218.38,0,0
0.01849,"Bwk","low",0.3498,216.49,0,0
0.01847,"Bwk","low",0.34077,217.32,0,0
0.01679,"Bwk","low",0.32957,220.05,0,0
0.00741,"Bwk","low",0.32662,218.86,0,0
0.00731,"Bwk","low",0.32587,216.49,0,0
0.00273,"Bwk","low",0.32397,215.24,0,0
-0.00104,"Bwk","low",0.32202,213.46,0,0
-0.00797,"Bwk","low",0.32164,211.56,0,0
-0.00772,"Bwk","low",0.31777,211.32,0,0
-0.00061,"Bwk","low",0.31507,210.42,0,0
0.02908,"Bwk","low",0.31452,209.32,0,0.13757
0.0312,"Bwk","low",0.30636,210.25,0,1.23427
0.04363,"Bwk","low",0.30156,211.47,0,1.26843
0.00401,"Bwk","low",0.29661,211.47,0,1.26843
0.01307,"Bwk","low",0.29281,211.73,0,1.24991
0.02768,"Bwk","low",0.27462,217.62,0,0.9412
0.01708,"Bwk","low",0.27077,218.49,0,0.19143
0.00556,"Bwk","low",0.27834,214.5,0,0
-0.00215,"Bwk","low",0.27071,215.88,0,0
0.04917,"Bwk","low",0.25037,224.2,0,0.76216
0.02937,"Bwk","low",0.24362,226.01,0,1.96823
0.03335,"Bwk","low",0.24241,225.98,0,1.96823
0.06648,"Bwk","low",0.2366,226.81,0,1.96823
0.09379,"Bwk","low",0.23691,225.6,0,1.96823
0.17825,"Bwk","low",0.2346,226.11,0,1.96823
0.31916,"Bwk","low",0.22559,229.32,0,1.96823
0.24624,"Bwk","low",0.20756,236.98,0,1.96823
0.03807,"Bwk","low",0.19055,245.48,0,1.96823
0.03236,"Bwk","low",0.18823,245.05,0,1.96823
0.02597,"Bwk","low",0.1931,241.35,0,1.96823
0.01951,"Bwk","low",0.2056,236.08,0,2.00607
0.02174,"Bwk","low",0.20982,234.25,0.51,2.5508
0.0341,"Bsk","low",0.23739,342.34,0,33.26864
0.09808,"Bsk","low",0.2434,344.39,0,19.77624
0.07663,"Bsk","low",0.23958,354.35,0,19.77624
0.10499,"Bsk","low",0.2392,361.2,0,19.77624
0.05488,"Bsk","low",0.23954,367.88,0,19.77624
0.07617,"Bsk","low",0.24303,372.74,0,19.77624
0.06753,"Bsk","low",0.24668,378.68,0,19.77624
0.08395,"Bsk","low",0.2513,383.51,0,13.3509
0.05628,"Bsk","low",0.25693,387.39,0,8.33007
0.08675,"Bsk","low",0.26197,392.85,0,8.33007
0.0902,"Bsk","low",0.26692,396.82,0,8.33007
0.04453,"Bsk","low",0.2738,401.59,0,8.33007
0.06661,"Bsk","low",0.27763,406.19,0,8.33007
0.09259,"Bsk","low",0.28529,410.71,0,8.33007
0.06893,"Bsk","low",0.29299,414.32,0,8.33007
0.07885,"Bsk","low",0.30399,417.83,0,8.23152
0.1022,"Bsk","very low",0.31395,420.61,0,6.66077
0.07629,"Bsk","very low",0.32416,424.69,0,5.37849
0.10736,"Bsk","very low",0.33737,427.4,0,5.29221
0.10939,"Bsk","very low",0.35208,429.23,0,5.29221
0.08761,"Bsk","very low",0.3639,433.12,0,5.29221
0.19687,"Bsk","very low",0.3841,432.63,0,5.29221
0.19751,"Bsk","very low",0.40023,434.78,0,5.29221
0.09313,"Bsk","very low",0.41373,438.23,0,7.14124
0.1249,"Bsk","very low",0.42895,439.71,0,13.94543
0.13613,"Bsk","very low",0.4672,442.34,0,14.46071
0.17655,"Bsk","very low",0.48455,443.68,0.16,14.46071
0.22296,"Bsk","very low",0.49513,448.16,1.88,16.09821
0.0169,"Bwk","low",0.35762,239.93,0,4.2302
0.01535,"Bwk","low",0.3579,236.46,0,0.09298
0.0092,"Bwk","low",0.36274,231.31,0,0.08506
0.00091,"Bwk","low",0.36688,227.34,0,0.05626
-0.00019,"Bwk","low",0.36874,223.86,0,0.01769
0.00592,"Bwk","low",0.37035,220.5,0,0
0.00835,"Bwk","low",0.36829,218.15,0,0
0.01377,"Bwk","low",0.36571,216.48,0,0
0.01321,"Bwk","low",0.3633,214.7,0,0
0.00919,"Bwk","low",0.36023,213.22,0,0
0.00192,"Bwk","low",0.35552,212.79,0,0
0.01139,"Bwk","low",0.35129,211.89,0,0
0.02023,"Bwk","low",0.34496,211.82,0,0
0.0096,"Bwk","low",0.34394,210.05,0,0
0.00063,"Bwk","low",0.34189,209.29,0,0
-0.00723,"Bwk","low",0.337,209.08,0,0
-0.00779,"Bwk","low",0.33287,208.61,0,0
-0.00481,"Bwk","low",0.32909,208.49,0,0
0.01296,"Bwk","low",0.32839,206.68,0,0
0.04329,"Bwk","low",0.33784,201.07,0,0.28758
0.04025,"Bwk","low",0.33338,201.19,0,1.11633
0.03416,"Bwk","low",0.32649,202.55,0,1.24211
-0.00431,"Bwk","low",0.30904,207.82,0,0.8422
0.00121,"Bwk","low",0.30057,210.54,0,0.33545
-0.00163,"Bwk","low",0.28915,213.79,0,0
0.02532,"Bwk","low",0.28968,212.45,0,0
0.00113,"Bwk","low",0.29173,211.3,0,0
0.00793,"Bwk","low",0.28199,213.7,0,0
0.00857,"Bwk","low",0.26537,219.91,0,0.97827
0.02145,"Bwk","low",0.26596,218.6,0,1.96823
0.03991,"Bwk","low",0.26989,215.69,0,1.96823
0.059,"Bwk","low",0.27187,214.18,0,1.96823
0.04253,"Bwk","low",0.27058,214.25,11.89,1.96823
0.09216,"Bwk","low",0.2656,215.2,0,1.96823
0.17489,"Bwk","low",0.24923,223.07,0,1.96823
0.10029,"Bwk","low",0.22297,233.52,0,1.96823
0.05755,"Bwk","low",0.20157,243,0,1.96823
0.03224,"Bwk","low",0.19015,246.99,24.69,1.96823
0.01169,"Bwk","low",0.21055,237.13,0,2.00377
0.00043,"Bwk","low",0.22582,229.59,0,2.4176
0.01436,"Bwk","low",0.23729,224.06,0.01,3.48279
0.12068,"Bsk","low",0.22919,340.41,0,23.29643
0.14396,"Bsk","low",0.23814,341.69,0,19.77624
0.06753,"Bsk","low",0.23544,351.05,0,19.77624
0.09225,"Bsk","low",0.23313,357.88,0,19.77624
0.09577,"Bsk","low",0.23495,363.78,0,19.77624
0.07004,"Bsk","low",0.23712,370.16,0,19.77624
0.06468,"Bsk","low",0.24061,375.27,0,19.77624
0.07617,"Bsk","low",0.24502,380.56,0,15.91572
0.06069,"Bsk","low",0.24919,384.94,0,8.33007
0.05028,"Bsk","low",0.25414,390.2,0,8.33007
0.07387,"Bsk","low",0.25837,394.58,0,8.18918
0.08717,"Bsk","low",0.2661,399.03,0,7.80927
0.07961,"Bsk","low",0.27295,402.8,0,7.06221
0.11491,"Bsk","low",0.28296,406.61,0,5.70122
0.08524,"Bsk","low",0.29152,410.24,0,4.69006
0.03169,"Bsk","low",0.30069,414.38,0,4.7967
0.08227,"Bsk","low",0.31223,417.43,0,3.82081
0.08759,"Bsk","very low",0.32434,420.7,0,3.71179
0.09012,"Bsk","very low",0.33552,424.86,0,5.29221
0.09981,"Bsk","very low",0.34835,427.67,0,5.29221
0.08688,"Bsk","very low",0.36295,430.44,0,5.29221
0.12263,"Bsk","very low",0.39188,427.43,0,5.29221
0.08527,"Bsk","very low",0.4056,431.07,0,5.29221
0.06896,"Bsk","very low",0.42201,433.68,0,9.28395
0.07447,"Bsk","very low",0.43919,435.19,0,14.46071
0.06015,"Bsk","very low",0.4619,436.96,0,14.46071
0.14296,"Bsk","very low",0.47709,438.22,0,14.46071
0.14947,"Bsk","very low",0.49806,439.48,1.01,14.46071
0.14072,"Bsk","very low",0.51328,443.19,2.79,14.46071
0.02197,"Bwk","low",0.36666,238.67,0,0.03387
-0.00463,"Bwk","low",0.36888,234.44,0,0.08746
-0.00337,"Bwk","low",0.37168,230.15,0,0.0537
-0.00917,"Bwk","low",0.37601,225.54,0,0.00138
-0.00437,"Bwk","low",0.37644,222.74,0,0
-0.00293,"Bwk","low",0.37994,219.24,0,0
-0.00103,"Bwk","low",0.37961,216.28,0,0
0.00621,"Bwk","low",0.37754,214.37,0,0
0.00536,"Bwk","low",0.3754,212.22,0,0
0.00471,"Bwk","low",0.37346,210.66,0,0
0.00132,"Bwk","low",0.36732,210.52,0,0
0.00713,"Bwk","low",0.36632,208.89,0,0
0.00555,"Bwk","low",0.3673,205.92,0,0
0.01123,"Bwk","low",0.36221,205.47,0,0
0.00955,"Bwk","low",0.35831,204.73,0,0
0.00701,"Bwk","low",0.35467,204.61,0,0
-0.00193,"Bwk","low",0.34731,205.45,0,0
-0.00709,"Bwk","low",0.34423,204.66,0,0
