"H1N1",temp,prec,humi,popd,gdpd,rdds,sensepop,urbanpop,medicost,Georegion
0.26,17.46,1252.22,72.393,364.56,1.3413,50.1,28.99,47.86,72.7017,"S"
0.93,17.39,1264.65,70.624,631.31,5.6786,109.72,21.14,64,77.2942,"S"
0.03,-1.01,736.12,-35.48,0.95,0.0031,3.16,28.43,23.71,156.466,"W"
0.03,-1.15,623.27,-27.226,0.73,0.0024,3.22,28.43,23.71,156.466,"W"
0.03,0.21,512.51,-18.432,1.48,0.0039,1.13,28.43,23.71,156.466,"W"
0.03,0.12,535.08,-10.912,1.74,0.0048,1.71,28.43,23.71,156.466,"W"
0.03,-0.2,562.04,-2.281,1.86,0.006,2.08,28.43,23.71,156.466,"W"
0.03,-0.15,637.06,17.405,5.81,0.0164,4.29,28.43,23.71,156.466,"W"
0.03,-0.68,741.01,54.281,4.37,0.0129,2.77,28.43,23.71,156.466,"W"
0.03,0.72,793.76,32.643,5.87,0.0152,2.88,28.43,23.71,156.466,"W"
0.03,1.92,733.1,14.999,7.89,0.0354,2.88,28.43,23.71,156.466,"W"
0.03,2.84,749.04,14.291,8.5,0.0286,2.48,28.43,23.71,156.466,"W"
0.31,2.2,804.17,33.826,8.38,0.0605,3.26,29.31,44.9,72.8208,"W"
0.31,3.23,785.74,45.531,8.43,0.0553,5.48,29.31,44.9,72.8208,"W"
0.31,4.36,894.04,43.234,8.01,0.0632,4.17,29.31,44.9,72.8208,"W"
0.31,8.14,1196.99,34.041,38.58,0.3558,9.71,29.31,44.9,72.8208,"W"
0.31,15.55,1377.4,21.807,139.75,0.9441,23.27,29.31,44.9,72.8208,"W"
0.31,14.94,1277.19,44.948,164.13,1.1075,18.07,29.31,44.9,72.8208,"W"
0.63,14.13,996.28,37.297,121.51,0.6125,18.67,24.91,51.31,82.7802,"W"
0.38,14.95,816.23,14.609,137.6,0.6868,20.53,24.85,54.51,67.2963,"S"
0.38,16.56,730.7,6.431,428.13,1.9689,35.75,24.85,54.51,67.2963,"S"
0.26,16.51,786.76,23.693,317.26,1.3218,32.16,29.69,43.8,63.392,"S"
0.26,17,863.82,28.678,424.55,1.7335,39.66,29.69,43.8,63.392,"S"
0.26,17.08,875.21,23.238,646.9,2.2707,57.56,28.99,47.86,72.7017,"S"
0.26,16.92,886.17,25.409,668.53,4.3505,74.68,28.99,47.86,72.7017,"S"
0.6,16.95,932.65,29.719,1103.44,9.8352,159.89,25.58,64.11,72.6216,"S"
0.6,17.03,967.93,32.168,1307.87,9.4637,160.42,25.58,64.11,72.6216,"S"
0.03,-3.17,589.78,-34.68,0.45,0.0011,1.61,28.43,23.71,156.466,"W"
0.03,-2.14,546.94,-40.157,0.41,0.0016,1.66,28.43,23.71,156.466,"W"
0.03,-0.28,440.07,-41.239,0.89,0.0029,2.8,28.43,23.71,156.466,"W"
0.03,-0.02,390.17,-26.711,0.74,0.0018,3.24,28.43,23.71,156.466,"W"
0.03,-0.14,375.19,-6.439,0.81,0.0026,3.98,28.43,23.71,156.466,"W"
0.03,-0.28,409.04,6.74,1.08,0.003,2.1,28.43,23.71,156.466,"W"
0.03,-1.13,540.51,26.658,3.35,0.0071,1.8,28.43,23.71,156.466,"W"
0.03,-1.74,651.71,29.647,3.67,0.0098,1.27,28.43,23.71,156.466,"W"
0.14,-1,709.53,33.688,2.08,0.0072,0.35,27.03,48.51,143.9295,"W"
0.14,0.4,663.41,29.555,6.67,0.0212,1.73,27.03,48.51,143.9295,"W"
0.14,0.15,631.81,40.874,9.15,0.0406,2.27,27.03,48.51,143.9295,"W"
0.14,-0.89,652.9,56.43,3.19,0.0183,1.93,27.03,48.51,143.9295,"W"
0.14,0.03,713,65.643,3.98,0.0179,3.29,27.03,48.51,143.9295,"W"
0.76,2.74,719.91,73.494,8.03,0.0599,6.08,25.8,40.13,77.8284,"W"
0.31,5.93,842.02,25.446,23.85,0.1611,6.58,29.31,44.9,72.8208,"W"
0.76,11.54,959.05,1.056,104.66,0.531,13.68,25.8,40.13,77.8284,"W"
0.63,11.8,900.83,22.81,145,0.7466,20.21,24.91,51.31,82.7802,"W"
0.63,12.73,701.7,13.658,475.45,2.1798,49.04,24.91,51.31,82.7802,"W"
0.63,13.26,669.23,7.976,125.16,0.5529,22.73,24.91,51.31,82.7802,"W"
0.26,14.54,594.4,3.794,210.42,0.9182,28.45,29.69,43.8,63.392,"S"
0.26,16.01,582.23,1.972,704.49,2.9589,60.86,29.69,43.8,63.392,"S"
0.26,16.26,660.61,3.636,702.79,2.7587,49.53,29.69,43.8,63.392,"S"
0.26,16.15,769.38,6.019,610.78,2.616,57.87,28.99,47.86,72.7017,"S"
0.6,16.03,791.11,13.682,491.89,3.9304,68.34,25.58,64.11,72.6216,"S"
0.6,15.97,774.59,29.769,496.59,4.0649,55.07,25.58,64.11,72.6216,"S"
0.03,-2.31,375.55,-42.625,0.41,0.001,1.11,28.43,23.71,156.466,"W"
0.03,-2.68,399.98,-44.551,0.4,0.001,0.42,28.43,23.71,156.466,"W"
0.03,-1.05,358.18,-41.4,0.7,0.0032,0.74,28.43,23.71,156.466,"W"
0.03,-1.15,352.2,-44.951,0.41,9e-04,1.46,28.43,23.71,156.466,"W"
0.03,-1.44,349.66,-48.328,0.28,5e-04,0.29,28.43,23.71,156.466,"W"
0.03,-2.67,378.36,-23.435,0.35,6e-04,0.05,28.43,23.71,156.466,"W"
0.03,-2.98,412.21,-7.439,0.05,2e-04,0.51,28.43,23.71,156.466,"W"
0.14,-4.08,489.3,0.689,0.13,3e-04,0.11,27.03,48.51,143.9295,"W"
0.14,-2.52,470.07,-0.412,0.11,7e-04,0.88,27.03,48.51,143.9295,"W"
0.14,-2.17,510.23,15.401,0.37,0.0023,0,27.03,48.51,143.9295,"W"
0.14,-2.31,531.71,28.675,2.44,0.0088,2.39,27.03,48.51,143.9295,"W"
0.14,-2.96,508.9,40.347,1.5,0.0044,1.25,27.03,48.51,143.9295,"W"
0.14,-2.56,488.83,32.135,1.01,0.0045,2.21,27.03,48.51,143.9295,"W"
0.14,-0.09,532.97,32.958,8.02,0.0309,3.76,27.03,48.51,143.9295,"W"
0.76,1.81,611.77,39.384,10.08,0.0548,5.83,25.8,40.13,77.8284,"W"
0.76,5.35,680.98,11.042,112.01,0.5996,16.61,25.8,40.13,77.8284,"W"
0.76,9.04,697.6,-8.252,215.53,1.1036,25.07,25.8,40.13,77.8284,"W"
0.63,10.63,709.49,2.28,192.09,0.8525,27.13,24.91,51.31,82.7802,"W"
0.63,12.49,559.34,-1.029,314.35,1.4083,40.06,24.91,51.31,82.7802,"W"
0.63,14.34,502.94,-7.089,378.93,1.5933,54.12,24.91,51.31,82.7802,"W"
1.16,14.1,531.77,-9.639,414.49,1.6553,59.3,23.69,52.56,67.3065,"N"
0.26,14.96,473.28,-13.326,897.52,3.6644,96.85,29.69,43.8,63.392,"S"
0.4,15.52,508.41,-12.714,731.74,3.7627,62.86,26.46,53.75,60.4823,"S"
0.4,15.13,695.7,-9.496,780.43,5.1088,78.75,26.46,53.75,60.4823,"S"
0.4,14.8,848.6,7.615,641.04,4.8136,83.34,26.46,53.75,60.4823,"S"
0.03,-1.57,243.61,-53.536,0.67,0.001,0.01,28.43,23.71,156.466,"W"
0.03,-2.5,267.91,-51.379,1.05,0.0033,1.94,28.43,23.71,156.466,"W"
0.03,-1.59,283.94,-57.372,0.28,4e-04,0.6,28.43,23.71,156.466,"W"
0.03,-1.8,327.34,-60.904,0.21,6e-04,0.22,28.43,23.71,156.466,"W"
0.03,-2.51,364.73,-72.152,0.15,5e-04,0,28.43,23.71,156.466,"W"
0.03,-3.39,387.06,-73.452,0.16,3e-04,0,28.43,23.71,156.466,"W"
0.03,-3.88,388.49,-68.135,0,0,0,28.43,23.71,156.466,"W"
0.03,-4.48,394.18,-55.009,0,0,0,28.43,23.71,156.466,"W"
0.14,-4.52,375.63,-45.898,0,0,0,27.03,48.51,143.9295,"W"
0.14,-4.02,338.68,-19.303,0.07,4e-04,0.54,27.03,48.51,143.9295,"W"
0.14,-2.65,338.03,-12.206,0.6,3e-04,1.56,27.03,48.51,143.9295,"W"
0.14,-1.8,362.23,-20.481,0.28,0.0011,0.46,27.03,48.51,143.9295,"W"
0.14,-0.77,327.62,-25.28,1.3,9e-04,0.7,27.03,48.51,143.9295,"W"
0.14,-0.96,364,-16.22,2.74,0.0187,2.05,27.03,48.51,143.9295,"W"
0.14,2.74,399.51,-3.169,11.81,0.0424,5.84,27.03,48.51,143.9295,"W"
0.14,4.59,494.36,-11.712,131.04,0.5865,20.54,27.03,48.51,143.9295,"W"
0.76,8.36,386.58,-23.691,259.47,1.186,28.02,25.8,40.13,77.8284,"W"
0.76,8.69,443.17,-22.86,87.94,0.4537,18.26,25.8,40.13,77.8284,"W"
0.76,9.55,631.95,-14.267,69.17,0.2989,13.74,25.8,40.13,77.8284,"W"
0.76,9.94,769.67,-7.628,45.4,0.2003,11.57,25.8,40.13,77.8284,"W"
0.63,11.22,749.04,-12.052,78.55,0.3475,20.23,24.91,51.31,82.7802,"W"
1.16,10.96,688.94,-12.157,211.03,0.8989,36.43,23.69,52.56,67.3065,"N"
1.16,11.69,602.74,-11.873,437.44,2.0572,58.42,23.69,52.56,67.3065,"N"
0.5,14.84,553.32,-19.541,832.57,4.1331,69.77,26.97,48.12,62.9162,"N"
0.4,14.03,720.3,-5.196,745.66,4.9794,88.15,26.46,53.75,60.4823,"S"
0.4,13.34,762.74,-9.128,628.13,4.1125,75.12,26.46,53.75,60.4823,"S"
0.03,-3.21,286.02,-76.487,0.29,8e-04,1.44,28.43,23.71,156.466,"W"
0.03,-4.52,382.12,-75.612,0.02,0,0,28.43,23.71,156.466,"W"
0.03,-4.25,425.31,-77.394,0,0,0,28.43,23.71,156.466,"W"
0.03,-4,438.95,-80.001,0,0,0,28.43,23.71,156.466,"W"
0.03,-4.54,446.57,-81.959,0,0,0,28.43,23.71,156.466,"W"
0.03,-4.34,417.45,-78.825,0,0,0,28.43,23.71,156.466,"W"
0.03,-4.91,398.77,-73.429,0,0,0,28.43,23.71,156.466,"W"
0.14,-5.31,361.29,-68.612,0,0,0,27.03,48.51,143.9295,"W"
0.14,-3.33,263.47,-40.834,0.1,0,0,27.03,48.51,143.9295,"W"
0.14,1.6,143.39,-47.335,0.73,4e-04,0.87,27.03,48.51,143.9295,"W"
0.14,6.21,63.41,-52.616,10.85,0.0462,3.78,27.03,48.51,143.9295,"W"
0.14,5.79,121.83,-44.738,3.56,0.0162,3.22,27.03,48.51,143.9295,"W"
0.14,1.49,316.46,-19.497,4.58,0.0163,3.49,27.03,48.51,143.9295,"W"
0.14,0.36,475.85,3.173,4.22,0.0195,3.74,27.03,48.51,143.9295,"W"
0.14,1.63,494.86,-0.858,55.05,0.258,9.32,27.03,48.51,143.9295,"W"
0.76,8.01,221.44,-27.471,71.32,0.3156,11.62,25.8,40.13,77.8284,"W"
1.53,10.28,166.13,-41.777,43.09,0.1952,12.94,27.32,52.01,99.5925,"W"
1.53,10.05,288.05,-34.319,78.31,0.3839,26.28,27.32,52.01,99.5925,"W"
0.79,9.36,494.64,-23.751,34.48,0.1341,13.52,22.28,58.71,95.1002,"W"
0.63,10.7,612.65,-18.993,126.09,0.5505,20.04,24.91,51.31,82.7802,"W"
1.16,9.44,641.22,-16.228,403.62,1.6201,49.99,23.69,52.56,67.3065,"N"
1.16,10.24,652.34,-15.181,270.48,1.4656,40.26,23.69,52.56,67.3065,"N"
0.5,13.97,594.37,-22.54,742.87,3.0579,78.22,26.97,48.12,62.9162,"N"
0.4,13.81,630.33,-18.211,508.2,2.8976,60.92,26.46,53.75,60.4823,"S"
0.4,13.73,689.89,-18.522,397.75,2.2256,79.92,26.46,53.75,60.4823,"S"
0.4,12.9,749.54,-5.664,456.24,2.8837,80.46,26.46,53.75,60.4823,"S"
0.4,12.63,737.92,3.902,593.18,3.2973,101.13,26.46,53.75,60.4823,"S"
0.59,-5.74,431.52,-77.438,0.15,1e-04,1.24,27.2,44.47,86.1034,"W"
0.03,-6.03,504.92,-75,0.07,1e-04,0,28.43,23.71,156.466,"W"
0.03,-4.84,521.71,-75.974,0.21,0,0,28.43,23.71,156.466,"W"
0.59,-4.36,518.69,-80.222,0,0,0,27.2,44.47,86.1034,"W"
0.59,-4.96,512.22,-87.649,0,0,0,27.2,44.47,86.1034,"W"
0.59,-5.42,498.17,-84.581,0,0,0,27.2,44.47,86.1034,"W"
0.59,-4.23,427.01,-78.458,0,0,0,27.2,44.47,86.1034,"W"
0.59,-1.87,295.63,-67.893,0.03,2e-04,0,27.2,44.47,86.1034,"W"
0.14,1.44,139.42,-59.909,1.18,4e-04,1.43,27.03,48.51,143.9295,"W"
0.14,4.99,30.28,-56.128,0.06,3e-04,1.7,27.03,48.51,143.9295,"W"
0.14,2.18,143.19,-51.442,0.39,0.002,2.54,27.03,48.51,143.9295,"W"
0.76,-2.24,356.04,-39.477,0.46,0.001,0.05,25.8,40.13,77.8284,"W"
0.14,-3.59,458.19,-10.748,0.43,0.0027,0.69,27.03,48.51,143.9295,"W"
0.76,1.52,407.65,-14.861,34.43,0.2014,9.39,25.8,40.13,77.8284,"W"
0.79,7.87,219.9,-38.541,32.99,0.1348,8.94,22.28,58.71,95.1002,"W"
0.76,10.49,97.93,-49.176,12.18,0.0512,4.31,25.8,40.13,77.8284,"W"
0.79,10.39,122.45,-45.736,5.28,0.0225,2.49,22.28,58.71,95.1002,"W"
1.53,9.52,181.51,-43.968,135.24,0.686,28.61,27.32,52.01,99.5925,"W"
0.79,8.52,331.08,-30.936,8.89,0.0546,8.26,22.28,58.71,95.1002,"W"
0.63,9.11,558.57,-22.127,64.5,0.3959,23.15,24.91,51.31,82.7802,"W"
1.16,7.78,581.86,-17.865,116.91,0.448,24.69,23.69,52.56,67.3065,"N"
1.16,7.88,624.95,-2.146,134.49,0.5617,29.82,23.69,52.56,67.3065,"N"
0.5,11.8,599.73,-16.995,591.61,3.1639,70.14,26.97,48.12,62.9162,"N"
1.22,13.02,544.28,-16.267,1055.75,8.8838,118.3,22.64,82.01,106.1235,"N"
0.59,-6.41,491.91,-69.493,0.1,0,0,27.2,44.47,86.1034,"W"
0.59,-4.21,487.89,-68.773,0.63,0.0034,1.06,27.2,44.47,86.1034,"W"
0.59,4.6,277.84,-63.604,6.26,0.031,2.1,27.2,44.47,86.1034,"W"
0.59,8.94,190.2,-62.756,14.65,0.0539,2.55,27.2,44.47,86.1034,"W"
0.59,9.26,169.54,-75.338,1.29,0.0041,1.72,27.2,44.47,86.1034,"W"
0.59,6.83,199.18,-93.733,2.33,0.0112,1.64,27.2,44.47,86.1034,"W"
0.59,4.01,270.36,-95.029,0.7,0.0011,0.22,27.2,44.47,86.1034,"W"
0.59,1.28,342.99,-83.857,0.69,0.0021,0.13,27.2,44.47,86.1034,"W"
0.59,1.74,268.46,-66.4,0.24,4e-04,1.99,27.2,44.47,86.1034,"W"
0.59,3.84,134.69,-77.007,0.59,0.0053,0.8,27.2,44.47,86.1034,"W"
0.14,4.22,105.41,-73.659,0.19,4e-04,1.2,27.03,48.51,143.9295,"W"
0.76,3.75,199.17,-60.945,3.54,0.0077,2.68,25.8,40.13,77.8284,"W"
0.76,1.82,301.5,-50.632,2.35,0.0044,0.25,25.8,40.13,77.8284,"W"
0.76,4.51,235.15,-44.579,35.87,0.1727,11.08,25.8,40.13,77.8284,"W"
0.79,9.71,111.94,-49.871,14.57,0.0554,6.43,22.28,58.71,95.1002,"W"
0.79,10.52,84.07,-50.591,0.21,2e-04,0.32,22.28,58.71,95.1002,"W"
0.79,8.97,93.79,-52.767,0.2,3e-04,0.74,22.28,58.71,95.1002,"W"
0.79,8.78,96.69,-50.762,0.4,0.0042,2.79,22.28,58.71,95.1002,"W"
0.79,9.49,120.7,-47.728,43.86,0.2071,11.66,22.28,58.71,95.1002,"W"
0.79,9.18,221.12,-39.829,29.06,0.1479,10.49,22.28,58.71,95.1002,"W"
0.79,7.76,396.37,-26.452,165.58,0.671,23.68,22.28,58.71,95.1002,"W"
0.79,6.81,494.8,-19.06,162.38,0.7675,29.53,22.28,58.71,95.1002,"W"
0.79,6.46,483.32,-20.546,201.39,0.8565,37.38,22.28,58.71,95.1002,"W"
0.5,7.74,546.69,-18.831,461.88,6.1374,58.69,26.97,48.12,62.9162,"N"
1.62,10.51,544.69,-4.268,908.82,6.4722,102.62,18.51,86.3,158.2044,"N"
0.5,10.02,618.78,-3.831,390.9,1.5756,51.6,26.97,48.12,62.9162,"N"
0.2,9.77,828.21,6.288,277.83,1.7392,56.76,20.63,66.45,63.3435,"N"
0.59,-1.88,424.55,-61.828,1.45,0.0036,1.82,27.2,44.47,86.1034,"W"
0.59,7.44,255.17,-59.188,13.2,0.0583,2.47,27.2,44.47,86.1034,"W"
0.59,13.64,91.93,-71.534,73.75,0.299,7.09,27.2,44.47,86.1034,"W"
0.59,13.18,91.16,-89.86,2.79,0.0102,0.29,27.2,44.47,86.1034,"W"
0.59,12.21,74.3,-87.726,0.17,4e-04,0.96,27.2,44.47,86.1034,"W"
0.59,11.77,53.94,-91.643,0.13,4e-04,1.19,27.2,44.47,86.1034,"W"
